Accession,Species,Core_GC,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_019175305.1,Saccharolobus shibatae,0.362981132,0.351760448,0.346495558,0.334759241,0.324119776,0.331688055,0.357135022,0.348689262,0.353954152,0.36931008,0.355160689,0.351760448,0.354831633,0.351650762,0.35329604,0.357683449,0.353186355,0.3558188,0.362619283,0.364593616,0.357683449,0.362619283,0.362399912,0.36678732,0.359986838,0.341779094,0.362509597,0.352418559,0.368114988
GCF_900079115.1,Saccharolobus solfataricus,0.366557313,0.350180879,0.343255814,0.344186047,0.328578811,0.330439276,0.361757106,0.350387597,0.359276486,0.370645995,0.354108527,0.356485788,0.355348837,0.36754522,0.351937984,0.357932817,0.362170543,0.356485788,0.35751938,0.363617571,0.360310078,0.353591731,0.351731266,0.360206718,0.354521964,0.343152455,0.360723514,0.351943755,0.356810425
GCF_902384015.1,Methanosphaera stadtmanae,0.298076168,0.231296892,0.22550911,0.218006431,0.244801715,0.228510182,0.246302251,0.276312969,0.264523044,0.293676313,0.280385852,0.285101822,0.284673098,0.284030011,0.293890675,0.285101822,0.289389068,0.300107181,0.293676313,0.299249732,0.284458735,0.276312969,0.284244373,0.294533762,0.285744909,0.301607717,0.291747053,0.281457663,0.27545552
GCF_000275865.1,Methanofollis liminatans DSM 4140,0.629940241,0.47886746,0.528655451,0.505266037,0.52113254,0.530296813,0.554233347,0.568321707,0.579400903,0.585008891,0.588565176,0.596088086,0.599644371,0.616331555,0.609082205,0.599644371,0.616194775,0.601969635,0.61291205,0.606869184,0.613437329,0.631499726,0.61713191,0.621100164,0.6227422,0.616584565,0.614942529,0.626710454,0.616995074
GCF_002355655.1,Halorubrum trapanicum,0.697791682,0.595697494,0.62452872,0.632734531,0.635063207,0.671767576,0.679529829,0.696274118,0.700155245,0.689620758,0.70436904,0.693834553,0.712020404,0.690729652,0.707141273,0.703260146,0.708471945,0.703038368,0.702816589,0.699822577,0.701375028,0.709913506,0.702262142,0.70758483,0.704036372,0.701929474,0.704812597,0.707141273,0.698502496
GCF_024662215.1,Methanoplanus endosymbiosus,0.437437597,0.357525006,0.337752966,0.336822517,0.355082577,0.362758781,0.387415678,0.392416841,0.398581065,0.405210514,0.409164922,0.432077227,0.415910677,0.423703187,0.440567574,0.423586881,0.427657595,0.42928588,0.42719237,0.419516167,0.432077227,0.438822982,0.436613166,0.441730635,0.431030472,0.433391507,0.428272251,0.427574171,0.419080861
GCF_014969745.1,Haloferax gibbonsii,0.673376562,0.568274112,0.600507614,0.594839255,0.606345178,0.623434856,0.639847716,0.659052453,0.673434856,0.65820643,0.661505922,0.66641286,0.670050761,0.664467005,0.671150592,0.669881557,0.661505922,0.67394247,0.669881557,0.676142132,0.673519459,0.674788494,0.683248731,0.679360244,0.678598629,0.67487518,0.677498519,0.675044428,0.682237455
GCF_003052125.1,Methanococcus maripaludis,0.340550864,0.278930131,0.268377001,0.276928675,0.300946143,0.284024745,0.294395924,0.336426492,0.334425036,0.334061135,0.346069869,0.348253275,0.331331878,0.342066958,0.332969432,0.352074236,0.340247453,0.347351174,0.33879483,0.339705079,0.348989623,0.342071728,0.340979428,0.351174222,0.345530675,0.332969234,0.335517932,0.335517932,0.343346077
GCF_019669925.1,Methanobrevibacter arboriphilus,0.292921299,0.238801054,0.216732543,0.224967062,0.250658762,0.234683794,0.253129117,0.277503294,0.276350461,0.278820817,0.286231884,0.282938076,0.273386034,0.297924901,0.30154809,0.270256917,0.269598155,0.287055336,0.292325428,0.292490119,0.293972332,0.296113307,0.287220026,0.296936759,0.299571805,0.294795784,0.299242424,0.299242424,0.291501976
GCF_002761295.1,Methanohalophilus portucalensis,0.433779657,0.357481061,0.359532828,0.334911616,0.356218434,0.351167929,0.360953283,0.382891414,0.405460859,0.403882576,0.422348485,0.418087121,0.409722222,0.419665404,0.427083333,0.440498737,0.430555556,0.412563131,0.437973485,0.427241162,0.423453283,0.433917575,0.435970314,0.435338702,0.435970314,0.432812253,0.445444497,0.447709321,0.423064771
GCF_003201835.2,Acidianus brierleyi,0.324486478,0.31814346,0.316139241,0.307594937,0.296413502,0.308755274,0.327320675,0.330801688,0.316350211,0.332700422,0.334704641,0.316455696,0.337552743,0.325843882,0.321097046,0.319620253,0.319514768,0.325527426,0.328586498,0.315611814,0.328164557,0.325632911,0.323417722,0.317827004,0.318459916,0.318565401,0.322151899,0.324683544,0.322046414
GCF_009729035.1,Stygiolobus azoricus,0.384554113,0.36339687,0.340771734,0.344181001,0.344800868,0.355958469,0.351774369,0.365411437,0.36851077,0.366806137,0.378118704,0.372539904,0.373314737,0.374244537,0.361537269,0.376414071,0.369285604,0.373643411,0.383410853,0.365271318,0.375193798,0.380930233,0.366371956,0.372576392,0.381107492,0.363269738,0.384675043,0.377539941,0.387156817
GCF_025449255.1,Methanococcus aeolicus,0.317516163,0.261535278,0.232567763,0.237533623,0.249948272,0.255327954,0.26691496,0.297744672,0.28470929,0.311400786,0.312642251,0.296296296,0.30726257,0.311400786,0.297951583,0.307469481,0.309124767,0.311193875,0.323815436,0.308297124,0.316366646,0.313883716,0.312642251,0.332091868,0.305607283,0.29712394,0.31243534,0.301469067,0.310573143
GCF_028472005.1,Sulfolobus islandicus,0.35800973,0.338839183,0.339527415,0.335283322,0.322551044,0.324845148,0.348359716,0.346639137,0.357650837,0.357077311,0.350997935,0.346180317,0.347097958,0.360518468,0.346753843,0.346065611,0.348474421,0.355012618,0.354209681,0.355930259,0.349047947,0.354553797,0.361321404,0.35502008,0.346643718,0.348938612,0.358471074,0.345045355,0.362278888
GCF_023169565.1,Metallosphaera sedula,0.475606291,0.399183673,0.413197279,0.394557823,0.405306122,0.416734694,0.42707483,0.444217687,0.446666667,0.451020408,0.463945578,0.456326531,0.46244898,0.458639456,0.454285714,0.46244898,0.459591837,0.468571429,0.463809524,0.468707483,0.455646259,0.469387755,0.45877551,0.460816327,0.458095238,0.461632653,0.470884354,0.467619048,0.463265306
GCF_005222525.1,Metallosphaera prunae,0.47606236,0.394413881,0.416278742,0.399492171,0.405981097,0.422908732,0.428269149,0.446043165,0.444632529,0.452955283,0.462406545,0.451826774,0.465509945,0.461278036,0.451403583,0.469177599,0.465792072,0.466074199,0.465933136,0.469177599,0.459162082,0.471293553,0.457046128,0.464804627,0.458174637,0.467484836,0.471716744,0.468472281,0.467908027
GCF_002214585.1,Thermococcus profundus,0.542901235,0.533583842,0.504149053,0.483012369,0.476279944,0.486143729,0.497729764,0.512760294,0.512603726,0.523250352,0.506341005,0.524972601,0.529356505,0.529199937,0.520118992,0.523876624,0.529982778,0.541255676,0.531705026,0.53295757,0.542195084,0.546265853,0.53530609,0.529826209,0.542038516,0.539003759,0.544172932,0.538533835,0.528665414
GCF_001592435.1,Thermococcus peptonophilus,0.526827957,0.514944769,0.49382716,0.467024042,0.467836257,0.474333983,0.484080572,0.488466537,0.507147498,0.512020793,0.50617284,0.513320338,0.50568551,0.519818064,0.509909032,0.51185835,0.51705653,0.52322937,0.52014295,0.51754386,0.52842755,0.522904483,0.520305393,0.517218973,0.512508122,0.529402209,0.529402209,0.524691358,0.520630279
GCF_002214465.1,Thermococcus barossii,0.560115332,0.515196078,0.522875817,0.484150327,0.493627451,0.490686275,0.506862745,0.523202614,0.527614379,0.530555556,0.524509804,0.535130719,0.542810458,0.539869281,0.541993464,0.540359477,0.54624183,0.556045752,0.553104575,0.547222222,0.551797386,0.552287582,0.543954248,0.541339869,0.545424837,0.557352941,0.557352941,0.549673203,0.543627451
GCF_014962245.1,Thermosphaera aggregans,0.485139319,0.47740113,0.436676083,0.441854991,0.439500942,0.43079096,0.432909605,0.441384181,0.457862524,0.447975518,0.457862524,0.473634652,0.457627119,0.475753296,0.459745763,0.479284369,0.471986817,0.475047081,0.457156309,0.469868173,0.479048964,0.468691149,0.474576271,0.476694915,0.478107345,0.461864407,0.481167608,0.479048964,0.464689266
GCF_036323395.1,Pyrodictium abyssi,0.598161548,0.651603905,0.606555091,0.570292887,0.570013947,0.591631799,0.566387727,0.562761506,0.586889819,0.577963738,0.590794979,0.586331939,0.5958159,0.582845188,0.594281729,0.59902371,0.593444909,0.581729428,0.59818689,0.59707113,0.59776848,0.590934449,0.590655509,0.591910739,0.594839609,0.593584379,0.6,0.589958159,0.591910739
GCF_900012635.1,Thermococcus chitonophagus,0.454736118,0.432966024,0.441230487,0.411080502,0.414906642,0.414141414,0.417508418,0.427609428,0.440465259,0.437098255,0.436179982,0.444291399,0.442301806,0.446434037,0.442198744,0.433471138,0.435308529,0.451232583,0.450007656,0.437758383,0.440153257,0.455019157,0.455228458,0.443422263,0.451088623,0.45676173,0.45507513,0.455535112,0.446182153
GCF_001433455.1,Thermococcus barophilus,0.422331294,0.396475212,0.404082668,0.387980221,0.380753138,0.384430075,0.384303284,0.39888424,0.402941549,0.40167364,0.407759604,0.414859896,0.406998859,0.419043996,0.412958032,0.40852035,0.425510333,0.414606314,0.424622797,0.414099151,0.417649296,0.418536833,0.410168632,0.415113478,0.415874223,0.416127805,0.426778243,0.409534677,0.412070496
GCF_004803735.1,Halomicrobium mukohataei,0.668321434,0.564712883,0.599523951,0.599623128,0.606863037,0.633938312,0.639293861,0.64871566,0.659625112,0.661211941,0.656451453,0.662104532,0.65873252,0.656253099,0.665674898,0.663493008,0.657939105,0.663691362,0.657344044,0.665278191,0.669542795,0.669344441,0.663988892,0.673113161,0.664484127,0.668849206,0.662599206,0.6653766,0.662201052
GCF_002813695.1,Methanobacterium subterraneum,0.423648274,0.323605973,0.319495821,0.321276887,0.330593232,0.327716125,0.354980134,0.391286478,0.391560488,0.374434854,0.397862721,0.396355665,0.393889574,0.410741197,0.411015208,0.410741197,0.409097137,0.41649541,0.406631045,0.408275106,0.419235512,0.40594602,0.403068914,0.407727086,0.411321272,0.410087719,0.421189693,0.413240132,0.397615132
GCF_010692885.1,Halogeometricum borinquense,0.610684244,0.534034912,0.556669172,0.554414098,0.569030318,0.582226677,0.58707091,0.598596843,0.616971519,0.60502798,0.608619394,0.607617139,0.61237785,0.612127286,0.604860937,0.612878978,0.61438236,0.61237785,0.611292074,0.612461371,0.612294329,0.61371419,0.612628414,0.606698405,0.613213063,0.619894763,0.610790946,0.619310114,0.613547148
GCF_004799645.1,Natronorubrum bangense,0.618948727,0.526710403,0.553655108,0.550609185,0.55920025,0.579584505,0.579350203,0.607388316,0.619259606,0.604342393,0.617463293,0.610121837,0.609340831,0.608716026,0.616057482,0.618166198,0.61316776,0.61316776,0.616447985,0.609731334,0.621368322,0.621524524,0.620821618,0.607388316,0.615510778,0.618322399,0.614183068,0.616291784,0.613948766
GCF_000006805.1,Halobacterium salinarum NRC-1,0.673023886,0.577654321,0.614567901,0.611234568,0.601358025,0.628641975,0.649506173,0.644444444,0.665555556,0.664320988,0.648765432,0.661111111,0.655925926,0.655185185,0.662592593,0.665432099,0.667901235,0.659753086,0.656666667,0.670864198,0.672592593,0.675679012,0.671851852,0.668641975,0.666790123,0.67,0.666296296,0.662345679,0.665432099
GCF_000009965.1,Thermococcus kodakarensis KOD1,0.530151809,0.507082972,0.506215669,0.465596993,0.481063891,0.475281873,0.48077479,0.501156404,0.510552183,0.510118531,0.497542642,0.510552183,0.510841284,0.515900549,0.512286788,0.531511998,0.521393466,0.539606823,0.526163631,0.52254987,0.532812952,0.520526164,0.531078346,0.519080659,0.519947962,0.527753686,0.537583117,0.526308182,0.520092512
GCF_005890195.1,Natrinema pallidum,0.652383345,0.55190678,0.597457627,0.578919492,0.596398305,0.610787429,0.630737994,0.640360169,0.655102401,0.636387712,0.650600282,0.647069209,0.647863701,0.645215395,0.641066384,0.642478814,0.653248588,0.641684322,0.649982345,0.64759887,0.661899718,0.649364407,0.653336864,0.657838983,0.655543785,0.655102401,0.653951435,0.652362031,0.650591768
GCF_042851265.1,Sulfurisphaera ohwakuensis,0.333190606,0.323916496,0.316995689,0.309167234,0.298388927,0.306898117,0.322895394,0.325504879,0.329135466,0.330837304,0.327887452,0.325277967,0.322895394,0.328000908,0.328681643,0.330041993,0.318465554,0.337305641,0.328339576,0.314606742,0.337192146,0.328566565,0.323345818,0.327543143,0.33106267,0.319595822,0.335036911,0.329243354,0.324014093
GCF_000011105.1,Pyrococcus horikoshii OT3,0.422601977,0.412706887,0.411639082,0.385121908,0.391884677,0.388325325,0.383698167,0.407901762,0.407011924,0.40950347,0.403096636,0.416800142,0.415198434,0.411639082,0.410037373,0.406122086,0.421783235,0.403808507,0.418223883,0.417334045,0.411105179,0.418401851,0.417334045,0.408435665,0.415020466,0.422495106,0.41324079,0.420893397,0.406122086
GCF_002214385.1,Thermococcus gorgonarius,0.524861027,0.502339813,0.498560115,0.470482361,0.461483081,0.473182145,0.476241901,0.495680346,0.480921526,0.505219582,0.498200144,0.507919366,0.503779698,0.517458603,0.508099352,0.518538517,0.510079194,0.521598272,0.521958243,0.504139669,0.516018719,0.51637869,0.515658747,0.519798416,0.514398848,0.519078474,0.528617711,0.516018719,0.50899928
GCF_002214485.1,Thermococcus pacificus,0.555731922,0.523273657,0.507075874,0.480647911,0.492753623,0.483205456,0.501960784,0.526513214,0.514748508,0.530605286,0.520204604,0.537084399,0.535038363,0.53657289,0.537254902,0.535720375,0.541858483,0.550895141,0.551918159,0.538959932,0.543563512,0.553964194,0.543222506,0.542199488,0.542369991,0.546229956,0.559535995,0.547082907,0.544461512
GCF_002214505.1,Thermococcus siculi,0.561853374,0.533457828,0.512605042,0.485683162,0.495331466,0.513227513,0.502023031,0.530656707,0.524120759,0.532368503,0.524898848,0.539060068,0.530034236,0.552131964,0.537970744,0.535947712,0.546529723,0.568316215,0.560068472,0.554777467,0.555036587,0.563755255,0.547252063,0.555036587,0.550521563,0.552545539,0.571072707,0.551922778,0.550988635
GCF_031201105.1,Ferroplasma acidiphilum,0.380585568,0.315798796,0.30021254,0.290825363,0.303046405,0.308714134,0.320403826,0.348034006,0.359546582,0.364682961,0.383811548,0.364151612,0.372653206,0.391073326,0.376726886,0.363443146,0.379206518,0.379560751,0.374070138,0.377081119,0.376372653,0.383634431,0.375132837,0.3811548,0.379914984,0.36680836,0.364328728,0.367871059,0.378675168
GCF_000145295.1,Methanothermobacter marburgensis str. Marburg,0.50447385,0.375143843,0.413310318,0.39336402,0.4092827,0.395665516,0.433640199,0.437284235,0.462217108,0.466244726,0.468738013,0.481012658,0.473149214,0.480053702,0.477560414,0.489643268,0.48120445,0.489835059,0.501917913,0.483697737,0.484656694,0.494629843,0.477368623,0.490026851,0.494438051,0.486191024,0.483314154,0.493479095,0.489259685
GCF_900036045.1,Methanoculleus bourgensis,0.619427864,0.516473529,0.5377187,0.519881845,0.519881845,0.534537605,0.551124744,0.574642127,0.570892979,0.584753465,0.603840036,0.592251761,0.592819814,0.593274256,0.60259032,0.593501477,0.6088389,0.60872529,0.604067257,0.593817479,0.626321173,0.604479309,0.609708959,0.615507049,0.623905379,0.611736609,0.606143345,0.614448237,0.621129326
GCF_005576615.1,Natrinema versiforme,0.648030453,0.549006815,0.581484703,0.568725533,0.584746991,0.610192837,0.614252574,0.632521386,0.649775265,0.636508627,0.634261273,0.638393504,0.640495868,0.639553429,0.641365811,0.63861099,0.642018269,0.631288966,0.645643033,0.647600406,0.649195302,0.642163259,0.64701617,0.651874411,0.642085418,0.652672032,0.649844101,0.64643168,0.644758796
GCF_020844815.1,Methanothrix sp.,0.539666876,0.43579235,0.451775956,0.428005464,0.43852459,0.471311475,0.469945355,0.497540984,0.506284153,0.51420765,0.514480874,0.528142077,0.52568306,0.518032787,0.520491803,0.530054645,0.521448087,0.525546448,0.535465355,0.540932076,0.541888752,0.538472051,0.539702064,0.536832035,0.528929011,0.530160033,0.538230064,0.528792231,0.53535768
GCF_024022995.1,Thermococcus aggregans,0.439405046,0.405100539,0.408697074,0.383030897,0.385810038,0.383030897,0.400359653,0.41065882,0.421284944,0.416544058,0.409024031,0.4301128,0.427006703,0.425535393,0.422102338,0.42324669,0.429949322,0.439104136,0.421611901,0.435017165,0.433218898,0.431257152,0.429785843,0.426189308,0.436161517,0.429949322,0.436815432,0.422756253,0.435017165
GCF_001006045.1,Geoglobus ahangari,0.544346441,0.480392157,0.499509804,0.487091503,0.477287582,0.485620915,0.493954248,0.511928105,0.519934641,0.525653595,0.508006536,0.518627451,0.529084967,0.533169935,0.536601307,0.520261438,0.529901961,0.521732026,0.528200098,0.52656531,0.537518391,0.528363577,0.539970574,0.524440085,0.521497466,0.523459212,0.543567108,0.523132254,0.534575772
GCF_900095295.1,Methanobacterium congolense,0.420126865,0.31839522,0.31839522,0.326219946,0.339450846,0.324228197,0.356665244,0.3771518,0.373737374,0.386683739,0.390951771,0.385545597,0.377436335,0.40304453,0.394508465,0.395077536,0.40048371,0.404182672,0.403613601,0.407028027,0.395530885,0.398662112,0.399231426,0.403928266,0.399373755,0.403216624,0.39695417,0.40834045,0.397523484
GCF_019669965.1,Methanoculleus chikugoensis,0.635581329,0.510810811,0.538481338,0.518790219,0.535263835,0.536550837,0.55971686,0.582754183,0.587001287,0.594723295,0.601029601,0.607979408,0.606821107,0.615057915,0.621750322,0.612870013,0.621750322,0.616731017,0.628571429,0.613899614,0.635649936,0.621364221,0.617374517,0.630888031,0.637065637,0.62046332,0.632432432,0.628185328,0.623166023
GCF_031165565.1,Natrinema thermotolerans,0.662906718,0.554051054,0.603625601,0.586977432,0.600221976,0.626933037,0.641953385,0.652386238,0.663780984,0.65527192,0.656603774,0.659341472,0.65645579,0.65845357,0.655715871,0.654753977,0.661487236,0.660303367,0.655715871,0.664076952,0.65963744,0.652756197,0.664224935,0.665852756,0.656603774,0.663928968,0.66718461,0.663041065,0.659415464
GCF_002214525.1,Thermococcus sp. P6,0.56194538,0.513519092,0.508152735,0.482972136,0.499071207,0.495768834,0.497832817,0.516615067,0.525696594,0.525077399,0.533126935,0.538080495,0.541176471,0.539731682,0.542827657,0.545098039,0.548194014,0.55995872,0.546749226,0.547781218,0.564086687,0.556656347,0.55995872,0.538080495,0.557275542,0.565737874,0.572755418,0.55376677,0.551909185
GCF_017357525.1,Methanofollis aquaemaris,0.614506975,0.469339623,0.511268344,0.486766247,0.505110063,0.518343816,0.544156184,0.566954927,0.556341719,0.578878407,0.581629979,0.584250524,0.579009434,0.596305031,0.605345912,0.595125786,0.596436059,0.593946541,0.599318658,0.601415094,0.605083857,0.605870021,0.598925577,0.611242138,0.613469602,0.598925577,0.61163522,0.613317604,0.609887228
GCF_025397995.1,Methanothermobacter wolfeii,0.504520464,0.362003266,0.402104881,0.395028126,0.411540555,0.390128833,0.412447832,0.44166213,0.461077844,0.467791689,0.47849755,0.479586282,0.461985121,0.482489566,0.470694974,0.477408819,0.468409586,0.484567901,0.492193174,0.477565849,0.491189827,0.48955495,0.491008174,0.48773842,0.4955495,0.498092643,0.492461399,0.486830154,0.479745686
GCF_027555045.1,Methanothermobacter thermautotrophicus,0.514718876,0.367488584,0.409497717,0.39543379,0.41260274,0.397808219,0.432146119,0.43890411,0.472328767,0.475981735,0.47196347,0.480730594,0.473607306,0.489497717,0.479634703,0.500821918,0.486027397,0.487671233,0.50283105,0.492237443,0.495525114,0.502465753,0.499178082,0.495525114,0.49826484,0.495159817,0.498812785,0.499360731,0.496803653
GCF_027555065.1,Methanothermobacter marburgensis,0.504666947,0.377611654,0.412114242,0.396204715,0.410389113,0.392754457,0.43569101,0.438374545,0.458884416,0.464251486,0.471918727,0.478244202,0.473452176,0.480161012,0.47786084,0.490511788,0.479969331,0.485911443,0.502012651,0.484953038,0.4853364,0.49453709,0.479585969,0.488594978,0.494728771,0.487828254,0.483802952,0.493578685,0.488211616
GCF_000265525.1,Thermococcus cleftensis,0.570605307,0.529695799,0.528086271,0.498470948,0.51102527,0.509093836,0.516497666,0.539031064,0.543537743,0.550458716,0.534363432,0.552551103,0.545952036,0.554160631,0.551907291,0.557701593,0.563495896,0.561242556,0.561564462,0.569290198,0.562691131,0.56204732,0.563334943,0.56430066,0.562369226,0.569773056,0.577176887,0.574762595,0.558828263
GCF_963665055.1,uncultured Methanobacterium sp.,0.409760774,0.314356715,0.294024624,0.312549418,0.32768553,0.326104145,0.34203095,0.369705185,0.378402801,0.378176889,0.390037275,0.388681803,0.378289845,0.396362815,0.399638541,0.401242938,0.401920904,0.401468927,0.391299435,0.400564972,0.397175141,0.399096045,0.393446328,0.392429379,0.414915254,0.391073446,0.402372881,0.401242938,0.390508475
GCF_963667985.1,uncultured Methanocorpusculum sp.,0.515147929,0.414677277,0.410079576,0.410963749,0.420689655,0.438903625,0.454818744,0.465428824,0.47780725,0.490362511,0.507161804,0.5066313,0.497966401,0.494429708,0.501856764,0.503271441,0.493545535,0.505570292,0.493545535,0.497082228,0.504509284,0.502740937,0.497612732,0.513704686,0.505923961,0.508138712,0.5,0.4987615,0.502653928
GCF_000007225.1,Pyrobaculum aerophilum str. IM2,0.524880311,0.488665636,0.446290572,0.457496136,0.451056157,0.47810407,0.477846471,0.497810407,0.518418341,0.524471922,0.519835137,0.521380732,0.520994333,0.518418341,0.510690366,0.518489885,0.515010952,0.524416957,0.516499098,0.513018819,0.502191286,0.515725703,0.523717453,0.509538541,0.516499098,0.530420211,0.522944058,0.520881671,0.525393143
GCF_022870485.1,Halococcus dombrowskii,0.63405312,0.570939743,0.591387081,0.577115674,0.593557002,0.609330663,0.627274245,0.63486897,0.644216324,0.628526123,0.628776498,0.634785512,0.64613587,0.627441162,0.630195293,0.640210315,0.638290769,0.637372726,0.632198297,0.645295935,0.639368896,0.642040237,0.641539361,0.640621087,0.635361883,0.639619334,0.641372402,0.654729109,0.64304199
GCF_963678545.1,uncultured Methanomethylovorans sp.,0.411518387,0.361223014,0.347174879,0.340770582,0.343662845,0.360603243,0.351616569,0.373825018,0.386013842,0.389939056,0.401714699,0.397996075,0.389835761,0.411940915,0.408325586,0.414006817,0.413387047,0.395413697,0.418964983,0.40718934,0.422063836,0.417648274,0.414445133,0.417648274,0.420644761,0.404629056,0.408395368,0.410153019,0.413047974
GCF_000007305.1,Pyrococcus furiosus DSM 3638,0.409473312,0.385922719,0.397787398,0.37999038,0.376142376,0.364438031,0.374218374,0.381112714,0.394099727,0.401795735,0.388488055,0.391374058,0.401635402,0.403559404,0.396344396,0.41029341,0.399551066,0.417187751,0.417508418,0.394580728,0.402757736,0.411896745,0.40660574,0.410133077,0.410453744,0.408565929,0.404555662,0.409367982,0.409207571
GCF_000008645.1,Methanothermobacter thermautotrophicus str. Delta H,0.515370813,0.373405211,0.42066487,0.397304582,0.415453729,0.406828392,0.43378257,0.444204852,0.477448338,0.481581312,0.48032345,0.478885894,0.480682839,0.488769093,0.483018868,0.502605571,0.48984726,0.491823899,0.505300988,0.494339623,0.498831986,0.504222821,0.499371069,0.497662711,0.501438332,0.501797914,0.503236246,0.497662711,0.494786048
GCF_002214565.1,Thermococcus radiotolerans,0.569918554,0.519437552,0.51497105,0.482051282,0.49693962,0.495119934,0.503556658,0.522415219,0.520430108,0.542762614,0.530851944,0.544582299,0.543093466,0.549710505,0.545078577,0.550041356,0.551199338,0.559470637,0.55401158,0.555996691,0.555996691,0.55401158,0.548717949,0.543920596,0.549379653,0.556492969,0.569065343,0.552026468,0.545574855
