Accession,Species,Core_GC,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_042851265.1,Sulfurisphaera ohwakuensis,0.333190606,0.323916496,0.316995689,0.309167234,0.298388927,0.306898117,0.322895394,0.325504879,0.329135466,0.330837304,0.327887452,0.325277967,0.322895394,0.328000908,0.328681643,0.330041993,0.318465554,0.337305641,0.328339576,0.314606742,0.337192146,0.328566565,0.323345818,0.327543143,0.33106267,0.319595822,0.335036911,0.329243354,0.324014093
GCF_031201105.1,Ferroplasma acidiphilum,0.380585568,0.315798796,0.30021254,0.290825363,0.303046405,0.308714134,0.320403826,0.348034006,0.359546582,0.364682961,0.383811548,0.364151612,0.372653206,0.391073326,0.376726886,0.363443146,0.379206518,0.379560751,0.374070138,0.377081119,0.376372653,0.383634431,0.375132837,0.3811548,0.379914984,0.36680836,0.364328728,0.367871059,0.378675168
GCF_000145295.1,Methanothermobacter marburgensis str. Marburg,0.50447385,0.375143843,0.413310318,0.39336402,0.4092827,0.395665516,0.433640199,0.437284235,0.462217108,0.466244726,0.468738013,0.481012658,0.473149214,0.480053702,0.477560414,0.489643268,0.48120445,0.489835059,0.501917913,0.483697737,0.484656694,0.494629843,0.477368623,0.490026851,0.494438051,0.486191024,0.483314154,0.493479095,0.489259685
GCF_005576615.1,Natrinema versiforme,0.648030453,0.549006815,0.581484703,0.568725533,0.584746991,0.610192837,0.614252574,0.632521386,0.649775265,0.636508627,0.634261273,0.638393504,0.640495868,0.639553429,0.641365811,0.63861099,0.642018269,0.631288966,0.645643033,0.647600406,0.649195302,0.642163259,0.64701617,0.651874411,0.642085418,0.652672032,0.649844101,0.64643168,0.644758796
GCF_020844815.1,Methanothrix sp.,0.539666876,0.43579235,0.451775956,0.428005464,0.43852459,0.471311475,0.469945355,0.497540984,0.506284153,0.51420765,0.514480874,0.528142077,0.52568306,0.518032787,0.520491803,0.530054645,0.521448087,0.525546448,0.535465355,0.540932076,0.541888752,0.538472051,0.539702064,0.536832035,0.528929011,0.530160033,0.538230064,0.528792231,0.53535768
GCF_031165565.1,Natrinema thermotolerans,0.662906718,0.554051054,0.603625601,0.586977432,0.600221976,0.626933037,0.641953385,0.652386238,0.663780984,0.65527192,0.656603774,0.659341472,0.65645579,0.65845357,0.655715871,0.654753977,0.661487236,0.660303367,0.655715871,0.664076952,0.65963744,0.652756197,0.664224935,0.665852756,0.656603774,0.663928968,0.66718461,0.663041065,0.659415464
GCF_025397995.1,Methanothermobacter wolfeii,0.504520464,0.362003266,0.402104881,0.395028126,0.411540555,0.390128833,0.412447832,0.44166213,0.461077844,0.467791689,0.47849755,0.479586282,0.461985121,0.482489566,0.470694974,0.477408819,0.468409586,0.484567901,0.492193174,0.477565849,0.491189827,0.48955495,0.491008174,0.48773842,0.4955495,0.498092643,0.492461399,0.486830154,0.479745686
GCF_027555045.1,Methanothermobacter thermautotrophicus,0.514718876,0.367488584,0.409497717,0.39543379,0.41260274,0.397808219,0.432146119,0.43890411,0.472328767,0.475981735,0.47196347,0.480730594,0.473607306,0.489497717,0.479634703,0.500821918,0.486027397,0.487671233,0.50283105,0.492237443,0.495525114,0.502465753,0.499178082,0.495525114,0.49826484,0.495159817,0.498812785,0.499360731,0.496803653
GCF_027555065.1,Methanothermobacter marburgensis,0.504666947,0.377611654,0.412114242,0.396204715,0.410389113,0.392754457,0.43569101,0.438374545,0.458884416,0.464251486,0.471918727,0.478244202,0.473452176,0.480161012,0.47786084,0.490511788,0.479969331,0.485911443,0.502012651,0.484953038,0.4853364,0.49453709,0.479585969,0.488594978,0.494728771,0.487828254,0.483802952,0.493578685,0.488211616
GCF_000008645.1,Methanothermobacter thermautotrophicus str. Delta H,0.515370813,0.373405211,0.42066487,0.397304582,0.415453729,0.406828392,0.43378257,0.444204852,0.477448338,0.481581312,0.48032345,0.478885894,0.480682839,0.488769093,0.483018868,0.502605571,0.48984726,0.491823899,0.505300988,0.494339623,0.498831986,0.504222821,0.499371069,0.497662711,0.501438332,0.501797914,0.503236246,0.497662711,0.494786048
GCF_000007185.1,Methanopyrus kandleri AV19,0.61302379,0.601485608,0.595728877,0.588486537,0.586258124,0.583101207,0.602228412,0.586072423,0.608170845,0.601114206,0.605756732,0.610399257,0.612070566,0.613184773,0.612256267,0.610027855,0.629340761,0.620241411,0.618012999,0.618570102,0.60909935,0.614298979,0.620427112,0.60943887,0.600148644,0.59754738,0.625975474,0.613712375,0.609067261
GCF_036967215.1,Sulfolobus tengchongensis,0.347522673,0.340767386,0.326858513,0.330335731,0.317266187,0.315107914,0.334892086,0.333573141,0.341966427,0.348441247,0.351438849,0.346282974,0.338009592,0.34088729,0.328776978,0.345083933,0.340767386,0.350479616,0.35,0.352398082,0.344844125,0.333933069,0.342089481,0.349166367,0.330334653,0.338011275,0.347012239,0.342452604,0.348692105
GCF_000195915.1,Thermoplasma acidophilum DSM 1728,0.474758198,0.408622909,0.412912913,0.38953239,0.4000429,0.428785929,0.43007293,0.437794938,0.442084942,0.451522952,0.461604462,0.45967396,0.459030459,0.468039468,0.452380952,0.474903475,0.461175461,0.457743458,0.466108966,0.475332475,0.46975547,0.451951952,0.477691978,0.464178464,0.459244959,0.45023595,0.463749464,0.463534964,0.468126207
GCF_000011185.1,Thermoplasma volcanium GSS1,0.411658456,0.383343666,0.370117793,0.364331473,0.356271957,0.383343666,0.368464559,0.387063443,0.391816491,0.412481918,0.401735896,0.402562513,0.421574706,0.403802439,0.420748088,0.426327754,0.42322794,0.408762141,0.406902253,0.413928498,0.409175449,0.405455673,0.41744162,0.402149204,0.417648274,0.398016119,0.408555487,0.405662327,0.409588758
GCF_002116695.1,Acidianus manzaensis,0.312391275,0.300863432,0.294296485,0.28870242,0.282500304,0.298188009,0.301593093,0.306457497,0.314362155,0.315578256,0.322996473,0.311443512,0.314848595,0.304025295,0.301957923,0.310470631,0.303295634,0.307065548,0.308038429,0.312781223,0.308281649,0.314970206,0.302444363,0.311443512,0.30949775,0.305241396,0.317524018,0.317396594,0.30973236
GCF_024730625.1,Haloferax larsenii,0.635299401,0.535459093,0.578510182,0.568149339,0.579939264,0.595569846,0.603429796,0.628170775,0.629242587,0.624955341,0.631028939,0.628795999,0.637102537,0.626920329,0.632458021,0.641568417,0.628617363,0.63549482,0.633261879,0.635941408,0.632458021,0.639335477,0.64558771,0.64209774,0.62724591,0.638330205,0.633503173,0.635559131,0.634835479
GCF_000011005.1,Methanocella paludicola SANAE,0.580725953,0.500656168,0.473315836,0.447069116,0.48108049,0.477034121,0.497156605,0.511373578,0.526465442,0.539370079,0.535214348,0.543197725,0.551727909,0.54768154,0.550087489,0.555446194,0.555774278,0.557195976,0.570209974,0.560148731,0.57403762,0.565179353,0.576006124,0.583552056,0.56988189,0.564741907,0.583989501,0.580271216,0.57127229
GCF_000012285.1,Sulfolobus acidocaldarius DSM 639,0.376500821,0.350272753,0.338214183,0.352856733,0.33419466,0.333476888,0.350559862,0.352282515,0.355153603,0.367355728,0.369796153,0.358598909,0.358598909,0.364915303,0.36448464,0.366350847,0.364771748,0.366494401,0.367212173,0.365202412,0.36678151,0.365058857,0.366063738,0.36448464,0.355737469,0.365359759,0.363923596,0.36377998,0.366235632
GCF_000152265.2,Ferroplasma acidarmanus Fer1,0.378632977,0.313204928,0.297761583,0.286135693,0.304008329,0.301579039,0.315807739,0.350685407,0.355717508,0.361964255,0.376887038,0.362658338,0.373590144,0.379836891,0.367516918,0.363352421,0.371681416,0.374284227,0.371334374,0.372028457,0.373763665,0.388339407,0.372375499,0.378275204,0.379316328,0.368384522,0.357973278,0.368558043,0.380704494
GCF_004126515.1,Halorubrum ezzemoulense,0.67799425,0.582904129,0.612089997,0.615975422,0.621848739,0.652389988,0.655281467,0.672720701,0.684738411,0.675341104,0.674256799,0.673895365,0.679226529,0.675792898,0.686726303,0.687087738,0.680039758,0.678322942,0.67985904,0.681756574,0.675792898,0.684738411,0.683925183,0.684467335,0.680951089,0.685471476,0.685114849,0.684210526,0.67399168
GCF_000012545.1,Methanosphaera stadtmanae DSM 3091,0.298387985,0.229848193,0.224716699,0.220226641,0.243318366,0.229206756,0.246097926,0.275176395,0.267265341,0.290998503,0.280735514,0.285653196,0.283515074,0.284370323,0.294633312,0.286080821,0.289929442,0.301475305,0.292281377,0.298054308,0.282446012,0.275176395,0.286080821,0.296129998,0.287149882,0.301261492,0.292067565,0.280949326,0.275817832
GCF_000026045.1,Natronomonas pharaonis DSM 2160,0.641752851,0.572233968,0.599835565,0.587972751,0.601127555,0.617218699,0.628494245,0.6465821,0.648578811,0.640239605,0.653629316,0.645172657,0.649048626,0.650692976,0.653864224,0.656448203,0.641766502,0.637890533,0.641414141,0.651397698,0.645642471,0.650223162,0.646112286,0.649283533,0.645877378,0.647286822,0.644350482,0.655156213,0.637185812
GCF_009392895.1,Natronorubrum aibiense,0.628348635,0.535226824,0.565996055,0.559053254,0.566942801,0.58382643,0.592189349,0.614280079,0.622485207,0.61530572,0.62209073,0.615621302,0.615779093,0.625088757,0.622879684,0.623116371,0.625719921,0.619802761,0.623421717,0.620896465,0.629024621,0.62634154,0.627998737,0.628156566,0.622869318,0.631067961,0.62601626,0.623253611,0.623569342
GCF_000014945.1,Methanothrix thermoacetophila PT,0.548175532,0.476297968,0.478179082,0.463506396,0.473476298,0.482505643,0.509593679,0.504702784,0.535364936,0.540255831,0.533295711,0.547968397,0.548908954,0.536117381,0.549097065,0.547592175,0.542136945,0.557750188,0.557562077,0.55662152,0.5496614,0.567908202,0.556433409,0.553235515,0.556245297,0.557373965,0.556057186,0.546463506,0.542513168
GCF_000063445.1,Methanocella arvoryzae MRE50,0.571871345,0.472682823,0.487457483,0.448235544,0.473107993,0.474383503,0.485544218,0.514243197,0.523809524,0.524659864,0.539753401,0.534545068,0.544855442,0.552083333,0.543579932,0.550595238,0.551445578,0.545812075,0.550595238,0.558992347,0.557291667,0.564944728,0.566539116,0.563955343,0.559880876,0.570623272,0.568708785,0.563284408,0.568389704
GCF_000226975.2,Halobiforma lacisalsi AJ5,0.665525715,0.565950075,0.603590834,0.604142058,0.597133633,0.622726199,0.636821797,0.656114655,0.650838649,0.656744626,0.658634538,0.653279786,0.657374596,0.662256871,0.658319553,0.658870777,0.657689582,0.658004567,0.655405937,0.662335617,0.665249232,0.670761477,0.663674305,0.664776754,0.659973226,0.665642964,0.6648555,0.665170486,0.661075675
GCF_017352095.1,Natrinema longum,0.655039746,0.550720543,0.589902986,0.585852877,0.59423566,0.61392107,0.629462183,0.638692663,0.648299896,0.650654611,0.646510314,0.641800885,0.652350005,0.649430159,0.653009325,0.645380051,0.651219742,0.649901102,0.651125553,0.650277856,0.654798907,0.651031365,0.663275878,0.66186305,0.646039371,0.66120373,0.652538382,0.65197325,0.649231929
GCF_000385565.1,Archaeoglobus sulfaticallidus PM70-1,0.44477274,0.40667545,0.400527009,0.385009515,0.390572391,0.391011565,0.412091934,0.415019763,0.422192944,0.416922852,0.431269214,0.429658908,0.429805299,0.421460987,0.435807349,0.430872876,0.43731693,0.429261863,0.42208553,0.423403632,0.442735794,0.43350908,0.425600469,0.432087912,0.426854295,0.429681772,0.427335386,0.432468104,0.427963615
GCF_033472595.1,Methanoculleus receptaculi,0.604753977,0.487394958,0.517383424,0.497446037,0.511616411,0.519195914,0.536002636,0.557752513,0.5648377,0.570110397,0.579502389,0.584280771,0.586422804,0.59153073,0.587740979,0.587411435,0.595485253,0.595979568,0.60075795,0.592025045,0.595155709,0.596473884,0.593013676,0.595485253,0.599110232,0.591695502,0.596803427,0.607843137,0.61179766
GCF_000017165.1,Methanococcus vannielii SB,0.323352527,0.278647343,0.258937198,0.271111111,0.2952657,0.271111111,0.281932367,0.324057971,0.321932367,0.327922705,0.329661836,0.325990338,0.320193237,0.31826087,0.314975845,0.320386473,0.333333333,0.33294686,0.333333333,0.324251208,0.330048309,0.322898551,0.32115942,0.323091787,0.328888889,0.313043478,0.327536232,0.328888889,0.329468599
GCF_000017185.1,Methanococcus aeolicus Nankai-3,0.319043077,0.260279965,0.229002625,0.235783027,0.252843395,0.250218723,0.270341207,0.295275591,0.287401575,0.314523185,0.306867892,0.294181977,0.314085739,0.314741907,0.302930884,0.310367454,0.308836395,0.308180227,0.320647419,0.304024497,0.312773403,0.312773403,0.311242345,0.334645669,0.311898513,0.298775153,0.314741907,0.302930884,0.307086614
GCF_000022445.1,Sulfolobus islandicus M.16.4,0.356785618,0.335231317,0.331079478,0.330367734,0.321708185,0.321352313,0.342467378,0.341162515,0.354211151,0.353024911,0.344365362,0.346619217,0.343179122,0.353380783,0.347805457,0.346737841,0.34400949,0.348873072,0.347212337,0.35599051,0.348398577,0.347568209,0.356465006,0.357532622,0.346026097,0.346742613,0.352089269,0.342355176,0.354945968
GCF_000022425.1,Sulfolobus islandicus M.16.27,0.357355947,0.340464688,0.335863814,0.32942259,0.318380492,0.326777088,0.344720497,0.347020934,0.35173683,0.357487923,0.347020934,0.348056131,0.340234645,0.351621808,0.343570278,0.345985737,0.348286174,0.34989648,0.353117092,0.354612376,0.350586611,0.34679089,0.358753163,0.360823556,0.347020934,0.348516218,0.353462158,0.341844951,0.359328272
GCF_000025665.1,Aciduliprofundum boonei T469,0.395340248,0.353991823,0.368840112,0.347536045,0.349903163,0.353561437,0.377663008,0.39853669,0.394017646,0.391435335,0.385194749,0.412524209,0.404562083,0.415752098,0.39767592,0.406714009,0.386485905,0.389713794,0.400043039,0.398106305,0.394448031,0.393156875,0.392511298,0.391004949,0.393802453,0.389283409,0.411017861,0.38691629,0.404131698
GCF_000017625.1,Methanoregula boonei 6A8,0.56099501,0.476875916,0.487671598,0.479274957,0.488471278,0.488204718,0.510195922,0.534586166,0.525389844,0.536718646,0.534053045,0.546181527,0.545648407,0.551779288,0.549913368,0.544715447,0.550713048,0.550713048,0.551912568,0.558976409,0.5484,0.5608,0.569066667,0.563466667,0.5592,0.552666667,0.547066667,0.556889422,0.563517481
GCF_000172995.2,Halogeometricum borinquense DSM 11551,0.613282799,0.536340206,0.562371134,0.56185567,0.575859107,0.585824742,0.593900344,0.603608247,0.621391753,0.610824742,0.612113402,0.610137457,0.615721649,0.615206186,0.611669674,0.618458366,0.614763255,0.61244307,0.618200567,0.616825642,0.615106986,0.614148186,0.616554925,0.612243143,0.617401771,0.621442696,0.611111111,0.624441004,0.618335053
GCF_000069025.1,Halobacterium salinarum R1,0.671246924,0.581409331,0.611351611,0.605940356,0.596681097,0.629268879,0.645021645,0.644059644,0.666907167,0.660894661,0.64983165,0.661736412,0.656325156,0.655964406,0.657888408,0.662217412,0.667027417,0.657768158,0.65993266,0.667508418,0.672558923,0.674723425,0.667147667,0.668230482,0.666546373,0.664982557,0.666546373,0.661133165,0.661854926
GCF_029633915.1,Methanomicrobium antiquum,0.396,0.341112071,0.324690291,0.307692308,0.333909536,0.346441948,0.351627773,0.363007779,0.373667531,0.377700951,0.381878421,0.409104005,0.379861711,0.4082397,0.399164506,0.400172861,0.392394123,0.393114376,0.401613368,0.400172861,0.405502737,0.407087295,0.402621723,0.397291847,0.405790838,0.394698934,0.397147796,0.400605013,0.392970326
GCF_000023945.1,Halorhabdus utahensis DSM 12940,0.64150387,0.553450759,0.578265204,0.586130497,0.58590894,0.606070677,0.619696466,0.636756397,0.642960009,0.640190539,0.636977955,0.638418079,0.64827739,0.636202504,0.630552786,0.64650493,0.640965991,0.636424061,0.644178575,0.646615708,0.646061815,0.644289354,0.641843972,0.649601064,0.641289894,0.645826405,0.644052766,0.635960537,0.639175258
GCF_000306765.2,Haloferax mediterranei ATCC 33500,0.618003876,0.532575953,0.56622773,0.565453137,0.567174456,0.586969619,0.592477838,0.610465617,0.620879594,0.609002496,0.619072209,0.616145968,0.621482055,0.61313366,0.617350891,0.619760737,0.61864188,0.626215681,0.611326276,0.618900077,0.618727946,0.620018935,0.621223857,0.624472574,0.618186515,0.620241171,0.617312661,0.62229689,0.616942434
GCF_000969885.1,Methanosarcina thermophila TM-1,0.442266611,0.369412051,0.36345967,0.350461613,0.362244898,0.359086492,0.381924198,0.389334305,0.412293489,0.410228377,0.415573372,0.426870748,0.429543246,0.412050534,0.43148688,0.433102443,0.42702637,0.425932677,0.429335278,0.432494835,0.435654393,0.439421558,0.442216551,0.436907367,0.441040603,0.44456601,0.437150498,0.437150498,0.435121002
GCF_946463545.1,Methanothermococcus thermolithotrophicus DSM 2095,0.342323893,0.303210464,0.286365438,0.267934998,0.292112564,0.287950852,0.296868807,0.316091954,0.328180737,0.346611177,0.33908046,0.328180737,0.337891399,0.331351566,0.33353151,0.331350387,0.33234186,0.334721396,0.342256593,0.338092405,0.349395201,0.337497521,0.342653183,0.346619076,0.353769841,0.326388889,0.341666667,0.331944444,0.335912698
GCF_000025325.1,Haloterrigena turkmenica DSM 5511,0.658018788,0.554981503,0.584258196,0.573861462,0.591784666,0.604158694,0.620232172,0.637645108,0.644214823,0.637964026,0.651231024,0.644788876,0.649253731,0.647212655,0.654547774,0.653654803,0.655887231,0.650912106,0.647978058,0.652442914,0.656907769,0.653527236,0.657926635,0.654992026,0.656714514,0.652950558,0.659266348,0.652815013,0.658240776
GCF_000025865.1,Methanohalophilus mahii DSM 5219,0.440907978,0.357554787,0.365793376,0.335475367,0.360520679,0.351787774,0.365463833,0.38177624,0.402702257,0.411929478,0.420662383,0.415719229,0.423463503,0.43054869,0.430878234,0.441753172,0.426594167,0.420497611,0.4415884,0.430878234,0.424781677,0.441753172,0.437798649,0.443895205,0.441094085,0.434832757,0.443730433,0.44982699,0.432525952
GCF_020614395.1,Salarchaeum japonicum,0.685930799,0.573582943,0.616224649,0.607384295,0.629095164,0.645475819,0.66874675,0.682267291,0.682657306,0.68798752,0.68798752,0.687857514,0.690717629,0.680317213,0.690587624,0.689677587,0.695787832,0.689287572,0.684477379,0.695657826,0.69123765,0.691107644,0.687467499,0.70150806,0.689027561,0.690327613,0.690197608,0.687077483,0.680057202
GCF_039641995.1,Geoglobus acetivorans,0.476114613,0.410515054,0.441540578,0.433440318,0.402261959,0.431759132,0.440776402,0.447042641,0.446278466,0.456518417,0.453156045,0.468133884,0.45330888,0.469509399,0.464160171,0.450917431,0.468042813,0.459633028,0.459021407,0.457798165,0.470795107,0.460091743,0.458715596,0.452293578,0.453058104,0.466972477,0.46116208,0.464525994,0.46146789
GCF_000024625.1,Methanocaldococcus vulcanius M7,0.329241262,0.308237548,0.286781609,0.287931034,0.300191571,0.288314176,0.288505747,0.311111111,0.322605364,0.325862069,0.317816092,0.323371648,0.318199234,0.323754789,0.317816092,0.322988506,0.327011494,0.318199234,0.324137931,0.335632184,0.319923372,0.327586207,0.330651341,0.339463602,0.325862069,0.310153257,0.310536398,0.32394636,0.318007663
GCF_001971705.1,Natronorubrum daqingense,0.627789425,0.539780338,0.5657648,0.557460488,0.575854987,0.587641754,0.595410304,0.616483615,0.62362711,0.615858559,0.614787035,0.615233503,0.622198411,0.61371551,0.623269935,0.626038039,0.618894544,0.621662648,0.611572462,0.622823466,0.630145549,0.621114684,0.62763487,0.630314398,0.618435155,0.624508753,0.61789925,0.63173412,0.622710623
GCF_003201765.2,Acidianus sulfidivorans JP7,0.316598532,0.302622048,0.298420976,0.288425322,0.291177749,0.299724757,0.297841518,0.317832826,0.315514993,0.318557149,0.322613357,0.313342025,0.323772273,0.305664204,0.310734463,0.329277126,0.304505288,0.31667391,0.308126901,0.308561495,0.315949587,0.31826742,0.311313921,0.309720411,0.314645806,0.314356077,0.309430682,0.305664204,0.316094452
GCF_000179575.2,Methanothermococcus okinawensis IH1,0.317079153,0.27364388,0.253680177,0.260133091,0.259931438,0.259729784,0.263157895,0.300463803,0.296027425,0.305908449,0.318209316,0.302883646,0.307118371,0.306110103,0.295825771,0.305505142,0.310143174,0.315184513,0.308933253,0.308126638,0.323446328,0.305084746,0.299838579,0.315778854,0.315375303,0.30306699,0.313155771,0.303268765,0.305488297
GCF_000327505.1,Aciduliprofundum sp. MAR08-339,0.448458574,0.397729753,0.404933421,0.403623663,0.386815106,0.39227243,0.422178564,0.451648112,0.444007859,0.42785418,0.43374809,0.46190788,0.44488103,0.4581969,0.444226151,0.449465182,0.452084698,0.447282253,0.447500546,0.450556647,0.448155425,0.457105435,0.442698101,0.438332242,0.445972495,0.438550535,0.457323728,0.462126173,0.463654224
GCF_023167465.1,Methanothermobacter tenebrarum,0.42717666,0.343769184,0.347043176,0.342950685,0.369347248,0.366482505,0.373235114,0.394106814,0.417434009,0.409249028,0.412727645,0.421526499,0.411295273,0.425618989,0.424186618,0.411909147,0.419275629,0.422754246,0.41702476,0.425414365,0.411909147,0.414160016,0.423981993,0.425470925,0.412366912,0.426289926,0.423888547,0.438229871,0.410981356
GCF_000328685.1,Natronococcus occultus SP4,0.662147639,0.554109536,0.599504222,0.58641258,0.601983113,0.620729723,0.629870633,0.651483461,0.654814471,0.646448214,0.65016655,0.649934154,0.656131381,0.653807421,0.655201797,0.658300411,0.657370827,0.656286312,0.656053916,0.661089163,0.658997599,0.663258192,0.664420172,0.663645519,0.660159579,0.662018747,0.661941281,0.666744132,0.664807499
GCF_002156705.1,Natrarchaeobaculum aegyptiacum,0.652728585,0.560913483,0.595169082,0.5866491,0.59675011,0.62345191,0.629161177,0.645059289,0.650329381,0.646113307,0.644093105,0.646903821,0.646464646,0.648397014,0.65393061,0.655160299,0.652876592,0.654545455,0.649275362,0.652086078,0.653667106,0.651383399,0.656650852,0.650588649,0.654630118,0.653484489,0.652429915,0.661657439,0.649969242
GCF_000196895.1,Halalkalicoccus jeotgali B3,0.641001054,0.561870318,0.582450702,0.578145182,0.590975631,0.610350469,0.618014294,0.633514165,0.644364075,0.637647464,0.632566951,0.642125205,0.642641867,0.629725308,0.644622406,0.641436321,0.645219638,0.639965547,0.637381568,0.644013781,0.641515935,0.643583118,0.644875108,0.652713178,0.640999139,0.636950904,0.644611011,0.647195658,0.640124095
GCF_000217715.1,Halopiger xanaduensis SH-6,0.665725594,0.573089831,0.600015609,0.587450246,0.595567002,0.622961055,0.631780223,0.649028331,0.662608288,0.659876688,0.650199017,0.655974401,0.666744712,0.656130492,0.663466792,0.664247249,0.665652072,0.659876688,0.659953162,0.666666667,0.667525371,0.662138954,0.667759563,0.671194379,0.665807963,0.662685402,0.664246682,0.67197502,0.662294058
GCF_000517625.1,Halostagnicola larsenii XH-48,0.624802365,0.533630069,0.546241345,0.544098253,0.556791955,0.588278932,0.584075173,0.610204418,0.613254204,0.614902737,0.612677217,0.617375536,0.622403561,0.618034949,0.621661721,0.620342895,0.609874712,0.619601055,0.615974283,0.622485987,0.621661721,0.625206067,0.618447082,0.627266733,0.620755028,0.624052094,0.621332015,0.631140785,0.626772173
GCF_000230735.2,Natrinema pellirubrum DSM 15624,0.651908951,0.55037501,0.595762777,0.585015078,0.593133844,0.619345859,0.627541947,0.640609294,0.651434315,0.642928941,0.641691796,0.640300008,0.644011444,0.645016624,0.649810562,0.645944483,0.652284853,0.64285162,0.645016624,0.653367355,0.654449857,0.647104307,0.654449857,0.654372535,0.650506456,0.652439496,0.658702544,0.648650738,0.639604114
