Accession Number, Predicted Optimum Growth Temperature,Accession,Species,Core_GC,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_019175305.1, 82.49 ℃,GCF_019175305.1,Saccharolobus shibatae,0.3629811320754716,0.3517604475156322,0.3464955577492621,0.3347592409783947,0.3241197762421878,0.3316880552813456,0.3571350224854678,0.3486892618185828,0.3539541515849523,0.3693100800701985,0.3551606888230791,0.3517604475156322,0.3548316332126813,0.3516507623121661,0.3532960403641573,0.3576834485027988,0.3531863551606904,0.355818800043876,0.3626192826587709,0.3645936163211589,0.3576834485027994,0.3626192826587708,0.3623999122518386,0.3667873203904796,0.3599868377755849,0.3417790940002221,0.3625095974553055,0.3524185587364282,0.3681149879306571
GCF_900079115.1, 82.83 ℃,GCF_900079115.1,Saccharolobus solfataricus,0.3665573130247998,0.3501808785529725,0.3432558139534899,0.3441860465116296,0.3285788113695113,0.3304392764857912,0.3617571059431533,0.3503875968992256,0.3592764857881153,0.3706459948320407,0.3541085271317843,0.3564857881136968,0.3553488372093025,0.3675452196382439,0.3519379844961257,0.3579328165374685,0.3621705426356606,0.3564857881136955,0.3575193798449612,0.3636175710594325,0.3603100775193797,0.3535917312661511,0.3517312661498717,0.3602067183462545,0.3545219638242901,0.3431524547803645,0.3607235142118866,0.3519437551695633,0.3568104250698113
GCF_902384015.1, 45.10 ℃,GCF_902384015.1,Methanosphaera stadtmanae,0.2980761680408323,0.2312968917470517,0.2255091103965697,0.2180064308681666,0.2448017148981768,0.2285101822079304,0.2463022508038579,0.2763129689174695,0.2645230439442647,0.2936763129689158,0.2803858520900308,0.2851018220793129,0.2846730975348331,0.284030010718112,0.2938906752411562,0.2851018220793125,0.2893890675241145,0.3001071811361182,0.2936763129689159,0.2992497320471583,0.2844587352625927,0.2763129689174691,0.2842443729903526,0.294533762057876,0.2857449088960325,0.3016077170417995,0.2917470525187551,0.2814576634512312,0.2754555198285084
GCF_000275865.1, 43.37 ℃,GCF_000275865.1,Methanofollis liminatans DSM 4140,0.6299402410614808,0.4788674599917925,0.5286554506907399,0.5052660374777735,0.5211325400082083,0.5302968130214758,0.5542333470113529,0.5683217070168246,0.5794009027492832,0.585008890712628,0.5885651757625509,0.5960880864450846,0.5996443714950099,0.6163315551908115,0.6090822048967334,0.5996443714950093,0.6161947749965839,0.6019696347968843,0.6129120503351136,0.6068691844553943,0.6134373289545735,0.6314997263273165,0.6171319102353612,0.6211001642036156,0.6227422003284093,0.6165845648604287,0.6149425287356342,0.6267104542966654,0.6169950738916282
GCF_002355655.1, 44.97 ℃,GCF_002355655.1,Halorubrum trapanicum,0.6977916820022083,0.5956974939010928,0.6245287203371104,0.6327345309381299,0.635063206919501,0.6717675759592007,0.6795298292304386,0.6962741184298162,0.7001552450654339,0.6896207584830435,0.7043690396983893,0.6938345531159993,0.7120204036371787,0.6907296518075045,0.7071412730095455,0.7032601463739281,0.7084719449988999,0.7030383677090352,0.702816589044141,0.6998225770680954,0.7013750277223428,0.7099135063207004,0.70226214238191,0.7075848303393312,0.704036371701051,0.7019294743845726,0.7048125970281741,0.7071412730095462,0.6985024958402751
GCF_024662215.1, 44.62 ℃,GCF_024662215.1,Methanoplanus endosymbiosus,0.437437596642368,0.3575250058153082,0.3377529658060034,0.3368225168643893,0.3550825773435703,0.3627587811118881,0.3874156780646662,0.3924168411258439,0.3985810653640384,0.4052105140730389,0.409164922074901,0.4320772272621538,0.4159106769016047,0.4237031867876242,0.440567573854384,0.423586880669923,0.4276575947894841,0.4292858804373103,0.4271923703186776,0.4195161665503604,0.4320772272621536,0.4388229820888569,0.4366131658525232,0.4417306350314026,0.4310304722028379,0.4333915066899364,0.4282722513088994,0.4275741710296674,0.4190808609656783
GCF_014969745.1, 45.11 ℃,GCF_014969745.1,Haloferax gibbonsii,0.6733765623531623,0.5682741116751302,0.600507614213199,0.5948392554991548,0.606345177664975,0.6234348561759736,0.639847715736039,0.6590524534686956,0.6734348561759681,0.658206429780031,0.6615059221658219,0.6664128595600661,0.6700507614213187,0.6644670050761408,0.6711505922165789,0.669881556683585,0.661505922165819,0.6739424703891685,0.669881556683584,0.6761421319796929,0.6735194585448381,0.6747884940778323,0.6832487309644665,0.6793602437166737,0.6785986290936765,0.6748751798256731,0.6774985190826738,0.675044427519672,0.682237454514678
GCF_003052125.1, 43.19 ℃,GCF_003052125.1,Methanococcus maripaludis,0.3405508644953759,0.2789301310043646,0.2683770014556016,0.276928675400289,0.3009461426491979,0.2840247452692854,0.294395924308587,0.336426491994177,0.3344250363901018,0.334061135371179,0.3460698689956331,0.3482532751091703,0.3313318777292572,0.3420669577874821,0.3329694323144105,0.3520742358078609,0.3402474526928672,0.347351174221737,0.3387948297833607,0.3397050791916974,0.3489896231567453,0.3420717276533783,0.3409794283633719,0.351174221736757,0.3455306754050618,0.3329692335699982,0.3355179319133445,0.3355179319133441,0.3433460768250503
GCF_019669925.1, 41.39 ℃,GCF_019669925.1,Methanobrevibacter arboriphilus,0.2929212989133848,0.2388010540184433,0.2167325428194975,0.2249670619235817,0.2506587615283245,0.2346837944664014,0.25312911725955,0.2775032938076404,0.2763504611330682,0.2788208168642941,0.2862318840579705,0.2829380764163373,0.2733860342555986,0.2979249011857709,0.3015480895915676,0.2702569169960458,0.2695981554677197,0.2870553359683789,0.2923254281949932,0.2924901185770754,0.2939723320158095,0.2961133069828723,0.2872200263504609,0.2969367588932793,0.2995718050065869,0.2947957839262177,0.2992424242424239,0.2992424242424238,0.2915019762845842
GCF_002761295.1, 43.84 ℃,GCF_002761295.1,Methanohalophilus portucalensis,0.433779657035471,0.3574810606060624,0.3595328282828308,0.3349116161616171,0.3562184343434365,0.3511679292929306,0.3609532828282845,0.382891414141416,0.4054608585858602,0.403882575757576,0.4223484848484864,0.4180871212121224,0.4097222222222221,0.4196654040404054,0.427083333333334,0.4404987373737385,0.4305555555555564,0.4125631313131334,0.4379734848484851,0.4272411616161612,0.4234532828282837,0.4339175746091894,0.435970314227064,0.4353387020369501,0.435970314227066,0.4328122532764895,0.4454444970787941,0.4477093206951033,0.4230647709320706
GCF_003201835.2, 70.85 ℃,GCF_003201835.2,Acidianus brierleyi,0.3244864779126021,0.3181434599156158,0.3161392405063324,0.3075949367088643,0.2964135021097081,0.3087552742616058,0.3273206751054885,0.3308016877637156,0.316350210970468,0.3327004219409312,0.3347046413502136,0.3164556962025344,0.3375527426160365,0.3258438818565434,0.3210970464135056,0.319620253164561,0.3195147679324928,0.3255274261603408,0.3285864978902979,0.3156118143459945,0.3281645569620286,0.3256329113924076,0.323417721518991,0.317827004219412,0.3184599156118175,0.318565400843885,0.3221518987341801,0.3246835443038005,0.3220464135021136
GCF_009729035.1, 82.23 ℃,GCF_009729035.1,Stygiolobus azoricus,0.3845541125541125,0.3633968696730218,0.3407717340771745,0.3441810010847684,0.3448008678134213,0.3559584689291821,0.3517743685107711,0.365411436541144,0.3685107701844113,0.3668061366806143,0.3781187044785385,0.3725399039206582,0.3733147373314738,0.3742445374244558,0.3615372694870611,0.3764140709747414,0.3692856035952291,0.3736434108527138,0.3834108527131785,0.3652713178294591,0.3751937984496142,0.3809302325581407,0.3663719559485047,0.3725763921203668,0.3811074918566792,0.3632697378625736,0.3846750426554992,0.377539941057858,0.3871568171242446
GCF_025449255.1, 57.47 ℃,GCF_025449255.1,Methanococcus aeolicus,0.31751616298301,0.2615352782950538,0.2325677632940196,0.2375336230084826,0.2499482722946401,0.2553279536519747,0.2669149596523887,0.2977446720463469,0.2847092902958817,0.3114007862611202,0.3126422511897357,0.2962962962962952,0.3072625698324013,0.3114007862611198,0.2979515828677831,0.307469480653837,0.3091247672253246,0.3111938754396839,0.3238154355472774,0.3082971239395807,0.3163666459755833,0.3138837161183516,0.3126422511897352,0.3320918684047169,0.3056072832609134,0.2971239395820387,0.3124353403683003,0.3014690668321942,0.3105731429753768
GCF_028472005.1, 81.61 ℃,GCF_028472005.1,Sulfolobus islandicus,0.3580097298236469,0.3388391832989249,0.3395274145446249,0.3352833218628154,0.3225510438173926,0.3248451479697206,0.3483597155310884,0.3466391374168416,0.357650837348018,0.3570773113099372,0.3509979353062655,0.3461803165863761,0.3470979582473069,0.3605184675384287,0.3467538426244585,0.3460656113787588,0.3484744207387048,0.3550126175728409,0.3542096811195259,0.3559302592337715,0.3490479467767864,0.354553796742375,0.3613214039917443,0.3550200803212879,0.3466437177280574,0.3489386115892174,0.3584710743801677,0.3450453553794958,0.362278888123136
GCF_023169565.1, 82.86 ℃,GCF_023169565.1,Metallosphaera sedula,0.4756062912227295,0.3991836734693894,0.4131972789115661,0.3945578231292536,0.4053061224489816,0.4167346938775533,0.4270748299319739,0.4442176870748298,0.4466666666666669,0.4510204081632653,0.463945578231293,0.4563265306122451,0.4624489795918371,0.4586394557823129,0.4542857142857141,0.462448979591836,0.4595918367346945,0.4685714285714292,0.4638095238095242,0.4687074829931976,0.4556462585034008,0.4693877551020409,0.4587755102040817,0.4608163265306115,0.458095238095238,0.4616326530612251,0.4708843537414963,0.4676190476190475,0.4632653061224488
GCF_005222525.1, 83.19 ℃,GCF_005222525.1,Metallosphaera prunae,0.4760623598727775,0.3944138806601793,0.4162787417125142,0.3994921709691078,0.4059810974749627,0.422908731838061,0.4282691493863747,0.4460431654676256,0.4446325292707018,0.4529552828325588,0.4624065453519541,0.4518267738750177,0.4655099449851899,0.4612780363944146,0.4514035830159416,0.4691775990971941,0.4657920722245738,0.4660741994639586,0.4659331358442663,0.469177599097193,0.459162082099028,0.4712935533925804,0.457046127803639,0.4648046268867266,0.4581746367611795,0.467484835660883,0.4717167442516577,0.468472280998731,0.4679080265199602
GCF_002214585.1, 89.41 ℃,GCF_002214585.1,Thermococcus profundus,0.5429012345679012,0.5335838421794251,0.5041490527634255,0.4830123688742764,0.4762799436355101,0.4861437294504458,0.4977297635822762,0.5127602943478922,0.5126037263190852,0.5232503522780646,0.5063410051667444,0.5249726005949575,0.5293565054015956,0.529199937372788,0.5201189917018934,0.5238766243932985,0.5299827775168308,0.5412556755910446,0.5317050258337229,0.5329575700641923,0.5421950837638952,0.5462658525129166,0.5353060904963199,0.5298262094880203,0.5420385157350859,0.539003759398495,0.5441729323308256,0.5385338345864654,0.5286654135338338
GCF_001592435.1, 89.11 ℃,GCF_001592435.1,Thermococcus peptonophilus,0.5268279569892473,0.5149447693307337,0.493827160493827,0.4670240415854465,0.4678362573099423,0.4743339831059132,0.4840805717998702,0.4884665367121503,0.5071474983755678,0.5120207927225471,0.5061728395061719,0.5133203378817397,0.5056855100714736,0.519818063677712,0.5099090318388553,0.5118583495776479,0.5170565302144247,0.5232293697205976,0.5201429499675102,0.5175438596491213,0.5284275503573743,0.5229044834307981,0.5203053931124106,0.5172189733593242,0.5125081221572447,0.5294022092267705,0.5294022092267698,0.5246913580246905,0.5206302794022077
GCF_002214465.1, 87.53 ℃,GCF_002214465.1,Thermococcus barossii,0.5601153320254444,0.5151960784313714,0.5228758169934621,0.4841503267973859,0.4936274509803919,0.4906862745098039,0.5068627450980386,0.5232026143790841,0.5276143790849661,0.5305555555555548,0.5245098039215675,0.5351307189542477,0.542810457516339,0.5398692810457505,0.5419934640522869,0.5403594771241838,0.5462418300653571,0.5560457516339852,0.5531045751633988,0.5472222222222207,0.5517973856209136,0.5522875816993456,0.5439542483660116,0.5413398692810452,0.5454248366013077,0.5573529411764704,0.5573529411764692,0.5496732026143789,0.543627450980391
GCF_014962245.1, 93.22 ℃,GCF_014962245.1,Thermosphaera aggregans,0.4851393188854489,0.4774011299435029,0.4366760828625241,0.4418549905838034,0.439500941619585,0.430790960451977,0.4329096045197752,0.4413841807909605,0.4578625235404898,0.4479755178907708,0.4578625235404903,0.4736346516007546,0.4576271186440667,0.4757532956685505,0.4597457627118646,0.4792843691148781,0.4719868173258014,0.475047080979285,0.4571563088512247,0.4698681732580043,0.4790489642184554,0.4686911487758938,0.4745762711864412,0.4766949152542372,0.4781073446327679,0.4618644067796623,0.4811676082862536,0.4790489642184556,0.4646892655367236
GCF_036323395.1, 102.48 ℃,GCF_036323395.1,Pyrodictium abyssi,0.5981615479444713,0.6516039051603942,0.6065550906555104,0.5702928870292894,0.570013947001396,0.5916317991631814,0.5663877266387743,0.5627615062761534,0.5868898186889834,0.5779637377963756,0.5907949790795,0.5863319386331957,0.5958158995815925,0.5828451882845199,0.5942817294281753,0.5990237099023734,0.593444909344494,0.5817294281729434,0.5981868898186917,0.5970711297071154,0.5977684797768505,0.5909344490934468,0.5906555090655543,0.591910739191076,0.5948396094839633,0.5935843793584411,0.6000000000000031,0.5899581589958186,0.5919107391910742
GCF_900012635.1, 97.67 ℃,GCF_900012635.1,Thermococcus chitonophagus,0.4547361182740244,0.4329660238751151,0.4412304866850332,0.4110805019895936,0.4149066421793706,0.4141414141414154,0.4175084175084195,0.4276094276094284,0.4404652586470779,0.4370982552800747,0.4361799816345279,0.444291398836855,0.4423018059381704,0.4464340373431288,0.4421987444495498,0.4334711376512033,0.4353085285561179,0.4512325830653818,0.4500076557954376,0.4377583830960042,0.4401532567049825,0.4550191570881238,0.4552284575283651,0.4434222631094765,0.451088623121742,0.4567617295308188,0.4550751303281214,0.4555351119288559,0.4461821527138923
GCF_001433455.1, 86.97 ℃,GCF_001433455.1,Thermococcus barophilus,0.4223312941622801,0.3964752123747951,0.4040826676809955,0.3879802206162058,0.3807531380753158,0.3844300748066462,0.3843032838848756,0.3988842398884254,0.4029415493850652,0.4016736401673649,0.407759604412325,0.414859896031446,0.4069988588817054,0.4190439964498549,0.4129580322048947,0.4085203499429453,0.4255103334601235,0.4146063141879048,0.4246227970077343,0.4140991505008238,0.4176492963103849,0.4185368327627733,0.4101686319259554,0.4151134778749838,0.4158742234056055,0.4161278052491446,0.4267782426778246,0.4095346773171048,0.4120704957525045
GCF_004803735.1, 44.71 ℃,GCF_004803735.1,Halomicrobium mukohataei,0.6683214338836829,0.5647128830705194,0.5995239512050076,0.5996231280372971,0.6068630367946135,0.6339383120103215,0.6392938609540886,0.6487156600218251,0.6596251115739411,0.661211940890613,0.656451452940598,0.6621045323812409,0.6587325200833163,0.6562530992760138,0.6656748983437514,0.663493008033329,0.6579391054249777,0.6636913616979112,0.657344044431227,0.6652781910145843,0.6695427948031405,0.6693444411385541,0.6639888921947874,0.6731131607656485,0.6644841269841307,0.6688492063492103,0.662599206349211,0.6653766001786298,0.6622010519003733
GCF_002813695.1, 42.79 ℃,GCF_002813695.1,Methanobacterium subterraneum,0.4236482741244646,0.3236059734210189,0.3194958213453926,0.3212768872448295,0.3305932319495848,0.3277161254966446,0.3549801342649701,0.3912864775996729,0.3915604877380465,0.3744348540896031,0.397862720920675,0.396355665159613,0.3938895739142366,0.410741197424305,0.4110152075626807,0.4107411974243067,0.4090971365940554,0.416495410330183,0.4066310453486789,0.4082751061789291,0.4192355117139344,0.4059460200027415,0.4030689135498031,0.4077270859021785,0.4113212719298258,0.4100877192982468,0.4211896929824574,0.4132401315789479,0.3976151315789494
GCF_010692885.1, 48.68 ℃,GCF_010692885.1,Halogeometricum borinquense,0.6106842435655995,0.5340349118850777,0.5566691723043535,0.5544140983880402,0.5690303182159896,0.5822266766892186,0.587070909546483,0.5985968428965173,0.6169715192516503,0.6050279796208127,0.608619393635681,0.6076171385617656,0.6123778501628659,0.6121272863943858,0.6048609371084944,0.6128789776998251,0.6143823603106978,0.6123778501628666,0.6112920738327904,0.6124613714190257,0.6122943289067069,0.6137141902614214,0.6126284139313452,0.606698404744009,0.6132130627244634,0.6198947632172386,0.6107909462958323,0.6193101144241223,0.6135471477491017
GCF_004799645.1, 45.62 ℃,GCF_004799645.1,Natronorubrum bangense,0.6189487269740702,0.526710402999064,0.5536551077788204,0.5506091846298045,0.5592002499219023,0.5795845048422378,0.5793502030615449,0.6073883161512038,0.6192596063730087,0.6043423930021862,0.6174632927210233,0.6101218369259613,0.6093408309903168,0.6087160262418005,0.616057482036861,0.6181661980631032,0.6131677600749761,0.6131677600749749,0.6164479850046842,0.6097313339581365,0.6213683223992471,0.6215245235863804,0.6208216182442965,0.607388316151202,0.6155107778819119,0.6183223992502331,0.6141830677913133,0.6162917838175537,0.6139487660106205
GCF_000006805.1, 45.64 ℃,GCF_000006805.1,Halobacterium salinarum NRC-1,0.6730238863179545,0.5776543209876538,0.6145679012345723,0.6112345679012391,0.6013580246913599,0.628641975308645,0.6495061728395113,0.6444444444444505,0.6655555555555625,0.6643209876543267,0.6487654320987684,0.6611111111111165,0.6559259259259307,0.6551851851851915,0.6625925925925983,0.6654320987654384,0.6679012345679056,0.6597530864197584,0.6566666666666717,0.6708641975308717,0.6725925925925987,0.6756790123456862,0.6718518518518584,0.6686419753086477,0.6667901234567982,0.6700000000000083,0.6662962962963007,0.6623456790123506,0.6654320987654387
GCF_000009965.1, 89.16 ℃,GCF_000009965.1,Thermococcus kodakarensis KOD1,0.5301518087855297,0.5070829719572116,0.5062156692685745,0.4655969933506795,0.4810638912980625,0.4752818733738075,0.4807747904018501,0.5011564035848513,0.5105521827117669,0.5101185313674479,0.4975426423821903,0.5105521827117655,0.5108412836079792,0.5159005492917026,0.5122867880890422,0.5315119976871928,0.5213934663197457,0.539606822781153,0.5261636311072558,0.5225498699045968,0.53281295172015,0.5205261636311068,0.5310783463428748,0.5190806591500432,0.5199479618386808,0.5277536860364261,0.5375831165076608,0.5263081815553627,0.5200925122867887
GCF_005890195.1, 44.05 ℃,GCF_005890195.1,Natrinema pallidum,0.6523833450574482,0.5519067796610205,0.5974576271186502,0.5789194915254271,0.5963983050847489,0.6107874293785337,0.6307379943502857,0.6403601694915252,0.6551024011299433,0.6363877118644091,0.6506002824858769,0.6470692090395506,0.6478637005649727,0.6452153954802272,0.6410663841807902,0.642478813559322,0.6532485875706225,0.6416843220339001,0.6499823446327679,0.6475988700564975,0.6618997175141237,0.6493644067796612,0.6533368644067804,0.6578389830508464,0.6555437853107354,0.6551024011299444,0.6539514348785878,0.6523620309050785,0.6505917682388278
GCF_042851265.1, 77.55 ℃,GCF_042851265.1,Sulfurisphaera ohwakuensis,0.3331906059426495,0.3239164964828717,0.3169956886771075,0.309167233945998,0.2983889267075137,0.306898116632633,0.3228953936918569,0.3255048786022262,0.3291354663036107,0.330837304288634,0.3278874517812593,0.3252779668708892,0.3228953936918569,0.328000907646928,0.3286816428409373,0.3300419929633437,0.3184655544206125,0.3373056406764291,0.3283395755305893,0.314606741573036,0.337192146180912,0.3285665645216233,0.3233458177278419,0.3275431425976412,0.33106267029973,0.3195958219800205,0.3350369108461128,0.3292433537832335,0.3240140925105147
GCF_000011105.1, 94.78 ℃,GCF_000011105.1,Pyrococcus horikoshii OT3,0.4226019773456426,0.412706887346504,0.4116390816871336,0.3851219078127789,0.3918846769887882,0.38832532479089,0.3836981669336186,0.4079017618793389,0.4070119238298643,0.4095034703683939,0.4030966364121732,0.4168001423740898,0.4151984338850341,0.4116390816871332,0.4100373731980777,0.4061220857803885,0.4217832354511489,0.4038085068517539,0.4182238832532485,0.4173340452037731,0.4111051788574489,0.4184018508631436,0.4173340452037739,0.4084356647090232,0.415020466275138,0.422495105890728,0.4132407901761893,0.4208933974016732,0.406122085780388
GCF_002214385.1, 89.37 ℃,GCF_002214385.1,Thermococcus gorgonarius,0.5248610273926729,0.5023398128149749,0.498560115190784,0.4704823614110865,0.4614830813534927,0.4731821454283662,0.4762419006479478,0.4956803455723548,0.4809215262778983,0.5052195824334063,0.4982001439884799,0.5079193664506833,0.5037796976241903,0.5174586033117337,0.5080993520518355,0.5185385169186444,0.5100791936645064,0.5215982721382286,0.5219582433405322,0.5041396688264941,0.5160187185025191,0.5163786897048218,0.5156587473002142,0.51979841612671,0.5143988480921525,0.5190784737221016,0.5286177105831513,0.5160187185025187,0.5089992800575944
GCF_002214485.1, 87.13 ℃,GCF_002214485.1,Thermococcus pacificus,0.555731922398589,0.5232736572890009,0.5070758738277912,0.4806479113384474,0.4927536231884057,0.483205456095481,0.5019607843137239,0.5265132139812435,0.5147485080988897,0.5306052855924961,0.5202046035805613,0.5370843989769812,0.5350383631713552,0.5365728900255741,0.5372549019607826,0.5357203751065641,0.5418584825234423,0.5508951406649604,0.5519181585677739,0.5389599317988051,0.5435635123614658,0.5539641943734002,0.5432225063938612,0.5421994884910466,0.542369991474849,0.5462299556465354,0.5595359945411112,0.5470829068577264,0.5444615122034464
GCF_002214505.1, 86.93 ℃,GCF_002214505.1,Thermococcus siculi,0.5618533744433025,0.5334578275754734,0.5126050420168057,0.4856831621537492,0.4953314659197003,0.5132275132275131,0.5020230314347952,0.5306567071272954,0.5241207594148768,0.5323685029567381,0.5248988484282591,0.5390600684718337,0.5300342359165878,0.5521319638966685,0.5379707438530965,0.5359477124183006,0.5465297230003099,0.5683162153750386,0.5600684718331782,0.5547774665421725,0.5550365872645175,0.5637552545539465,0.5472520628989561,0.5550365872645172,0.550521563132493,0.5525455394675369,0.5710727074575755,0.5519227775182933,0.5509886345944262
