"Species_Accession","Species","GC3_core","The_mean_GC3_of_the_first_10_codons","Difference_between_core_and_first_10_codons_GC3","Linear_Regression_slope","Difference_First_and_second_codons_GC3","Maximum_GC3_difference_to_core","Where_max_difference","Max_Deviation_From_Core_GC3"
"GCF_014962245.1","Thermosphaera_aggregans","0.55577915376677","0.497316384180791","0.058462769585979","0.00218118266408966","0.0388418079096045","0.0783780238232671","6","-0.0783780238232671"
"GCF_036323395.1","Pyrodictium_abyssi","0.705290239588358","0.641589958158996","0.0637002814293623","0.00202341682639621","0.0142259414225941","0.10612705967204","4","-0.10612705967204"
"GCF_900012635.1","Thermococcus_chitonophagus","0.496819666494757","0.482552800734619","0.0142668657601378","-0.000256031154824664","-0.0247933884297521","0.0513896998964278","3","0.0513896998964278"
"GCF_001433455.1","Thermococcus_barophilus","0.42206572769953","0.409851654621529","0.0122140730780014","-0.000209195432208597","-0.0235831114492202","0.0386499802670466","7","-0.0386499802670466"
"GCF_004803735.1","Halomicrobium_mukohataei","0.858946898705935","0.737072299910741","0.121874598795194","0.00527849794117175","-0.0877714965783992","0.260315538991564","2","-0.260315538991564"
"GCF_002813695.1","Methanobacterium_subterraneum","0.404852607709751","0.317632552404439","0.0872200553053116","0.00350590859685548","-0.0139745170571311","0.135637646756195","2","-0.135637646756195"
"GCF_010692885.1","Halogeometricum_borinquense","0.730593220338983","0.644374843397645","0.0862183769413384","0.00367121165395789","-0.0613881232773741","0.189626044192654","2","-0.189626044192654"
"GCF_004799645.1","Natronorubrum_bangense","0.749269623372052","0.639175257731959","0.110094365640093","0.00466887947605584","-0.0731021555763824","0.223027823934376","2","-0.223027823934376"
"GCF_000006805.1","Halobacterium_salinarum_NRC-1","0.865727106997616","0.739444444444444","0.126282662553172","0.00545821650146139","-0.122962962962963","0.27980118107169","2","-0.27980118107169"
"GCF_000009965.1","Thermococcus_kodakarensis_KOD1","0.664890180878553","0.599176062445794","0.0657141184327594","0.00229414690302086","-0.00346921075455331","0.10374534132955","4","-0.10374534132955"
"GCF_005890195.1","Natrinema_pallidum","0.827826349110642","0.705481991525424","0.122344357585218","0.0053468810730966","-0.0932203389830508","0.251025501653015","2","-0.251025501653015"
"GCF_042851265.1","Sulfurisphaera_ohwakuensis","0.24024912417283","0.250510551395507","-0.0102614272226773","-0.000517441575758324","-0.0350578624914908","0.0378312025800632","3","0.0378312025800632"
"GCF_000011105.1","Pyrococcus_horikoshii_OT3","0.427833431545865","0.419701014415376","0.00813241713048873","-0.000850654953593671","-0.00266951414842503","0.054635353596052","7","-0.054635353596052"
"GCF_002214385.1","Thermococcus_gorgonarius","0.654992967651196","0.589308855291577","0.0656841123596189","0.00204775496740581","-0.0145788336933045","0.0907381080399644","9","-0.0907381080399644"
"GCF_002214485.1","Thermococcus_pacificus","0.726095993953137","0.634015345268542","0.0920806486845946","0.00306003606525237","-0.0122762148337595","0.125072976050324","4","-0.125072976050324"
"GCF_002214505.1","Thermococcus_siculi","0.745238095238095","0.652007469654528","0.0932306255835668","0.00340345603149161","0.00653594771241828","0.127591036414566","4","-0.127591036414566"
"GCF_031201105.1","Ferroplasma_acidiphilum","0.356742697078832","0.290541976620616","0.0662007204582152","0.00324344622967733","-0.0207226354941551","0.130919105155346","2","-0.130919105155346"
"GCF_000145295.1","Methanothermobacter_marburgensis_str._Marburg","0.559231253938248","0.442750287686997","0.116480966251252","0.00449449706384255","-0.0103567318757193","0.15129109283353","4","-0.15129109283353"
"GCF_900036045.1","Methanoculleus_bourgensis","0.78347260909935","0.64573960463531","0.13773300446404","0.00612810645688595","-0.0306748466257669","0.210193808826685","2","-0.210193808826685"
"GCF_005576615.1","Natrinema_versiforme","0.824164184045018","0.697216180948238","0.12694800309678","0.00551915018998546","-0.0841670291431057","0.264355571604827","2","-0.264355571604827"
"GCF_020844815.1","Methanothrix_sp.","0.646068295739348","0.537909836065574","0.108158459673775","0.0045735611805894","-0.0221311475409836","0.18213386950984","4","-0.18213386950984"
"GCF_024022995.1","Thermococcus_aggregans","0.45532343778633","0.421824423737126","0.0334990140492035","0.000635794822403661","-0.00686611083864641","0.0767064686838283","6","-0.0767064686838283"
"GCF_001006045.1","Geoglobus_ahangari","0.714296214626975","0.62764705882353","0.0866491558034459","0.00260152746773483","-0.013235294117647","0.108413861685799","7","-0.108413861685799"
"GCF_900095295.1","Methanobacterium_congolense","0.393963500233973","0.31288945795988","0.0810740422740924","0.00284548443141373","0.00426803243704649","0.112700162632607","3","-0.112700162632607"
"GCF_019669965.1","Methanoculleus_chikugoensis","0.827362542955327","0.663436293436293","0.163926249519033","0.00667138973459119","-0.0266409266409267","0.242806558399342","2","-0.242806558399342"
"GCF_031165565.1","Natrinema_thermotolerans","0.851050366995697","0.729789123196448","0.121261243799249","0.00545630707494339","-0.10677025527192","0.273025949681602","2","-0.273025949681602"
"GCF_002214525.1","Thermococcus_sp._P6","0.725723905723906","0.634179566563468","0.0915443391604382","0.00342894279565572","0.0105263157894736","0.127581490863225","4","-0.127581490863225"
"GCF_017357525.1","Methanofollis_aquaemaris","0.781976911976912","0.625432389937107","0.156544522039805","0.00667429519906996","-0.0569968553459119","0.263895150970623","2","-0.263895150970623"
"GCF_025397995.1","Methanothermobacter_wolfeii","0.565526369374873","0.439575394665215","0.125950974709658","0.00499942988175032","-0.0337506804572673","0.168683691095069","2","-0.168683691095069"
"GCF_027555045.1","Methanothermobacter_thermautotrophicus","0.58285140562249","0.443232876712329","0.139618528910161","0.00560087817360271","-0.00109589041095898","0.18230346041701","2","-0.18230346041701"
"GCF_027555065.1","Methanothermobacter_marburgensis","0.558963056255248","0.442955721679126","0.116007334576122","0.0044531891006921","-0.0115008625646923","0.148957305823965","4","-0.148957305823965"
"GCF_000265525.1","Thermococcus_cleftensis","0.755525941719972","0.668421052631579","0.0871048890883926","0.00344820905971719","-0.012554321583776","0.123946994351551","4","-0.123946994351551"
"GCF_963665055.1","uncultured_Methanobacterium_sp.","0.376281570392598","0.304574720433751","0.0717068499588468","0.00297169544222379","0.013215859030837","0.122130435184194","3","-0.122130435184194"
"GCF_963667985.1","uncultured_Methanocorpusculum_sp.","0.578895463510848","0.462970822281167","0.115924641229681","0.0047785170461827","-0.00954907161803714","0.195341086853023","2","-0.195341086853023"
"GCF_000007225.1","Pyrobaculum_aerophilum_str._IM2","0.601750448833034","0.540687789799073","0.0610626590339615","0.00276514182907487","0.0166151468315301","0.0998184550154143","5","-0.0998184550154143"
"GCF_022870485.1","Halococcus_dombrowskii","0.787213578500707","0.704556835252879","0.082656743247828","0.00420679849007288","-0.0590886329494241","0.177799457318935","2","-0.177799457318935"
"GCF_963678545.1","uncultured_Methanomethylovorans_sp.","0.368078291814947","0.320886272079331","0.0471920197356159","0.00270786521252082","-0.0182832352029749","0.0727575604855385","2","-0.0727575604855385"
"GCF_000007305.1","Pyrococcus_furiosus_DSM_3638","0.387027218098268","0.382924482924483","0.00410273517378507","-0.000378375027284555","0.00721500721500729","0.0473162162451664","2","0.0473162162451664"
"GCF_000008645.1","Methanothermobacter_thermautotrophicus_str._Delta_H","0.583253588516746","0.453099730458221","0.130153858058525","0.00521887984117773","-0.0026954177897574","0.164924747546396","2","-0.164924747546396"
"GCF_002214565.1","Thermococcus_radiotolerans","0.7577670768682","0.645111662531017","0.112655414337183","0.0035210329519862","-0.0133995037220843","0.161737300193262","4","-0.161737300193262"
"GCF_000007345.1","Methanosarcina_acetivorans_C2A","0.468379190000812","0.371716341212744","0.0966628487880675","0.00373702450634072","-0.0499486125385406","0.159437771706875","2","-0.159437771706875"
"GCF_000007185.1","Methanopyrus_kandleri_AV19","0.761354420113544","0.72857938718663","0.0327750329269147","0.00102168142411872","0.0384401114206128","0.060518765517444","3","-0.060518765517444"
"GCF_000007065.1","Methanosarcina_mazei_Go1","0.440674799428509","0.354566541026384","0.0861082584021242","0.00354866204872967","-0.0504494056248188","0.155374712446775","2","-0.155374712446775"
"GCF_946300405.1","Thermococcus_nautili","0.722336608953361","0.652926315789474","0.0694102931638877","0.0023590753949078","-0.016421052631579","0.0949681879007298","6","-0.0949681879007298"
"GCF_025914035.1","Methanoculleus_submarinus","0.835005973715651","0.656367346938776","0.178638626776876","0.00751115007508733","-0.0285714285714286","0.263985565552386","2","-0.263985565552386"
"GCF_036967215.1","Sulfolobus_tengchongensis","0.279185095831658","0.280179856115108","-0.000994760283449914","-2.11924254852343e-05","-0.026978417266187","0.0215343286287736","3","0.0215343286287736"
"GCF_000970205.1","Methanosarcina_mazei_S-6","0.438485735980041","0.353551136363636","0.0849345996164049","0.00353497633881197","-0.0454545454545455","0.152406190525496","2","-0.152406190525496"
"GCF_963665675.1","uncultured_Methanolobus_sp.","0.384766961651917","0.318894154818325","0.065872806833592","0.00314197372287667","-0.0259083728278041","0.11683647192048","2","-0.11683647192048"
"GCF_021233435.1","Halobacterium_noricense","0.84599265500108","0.756840902599257","0.0891517524018228","0.00448834214544434","-0.119394458726078","0.240737013755722","2","-0.240737013755722"
"GCF_000008665.1","Archaeoglobus_fulgidus_DSM_4304","0.588277548525141","0.528980891719745","0.0592966568053961","0.00194281970330934","0.0298566878980892","0.0811119434295999","4","-0.0811119434295999"
"GCF_024508235.1","Halococcus_qingdaonensis","0.839273402280562","0.750396539293439","0.0888768629871232","0.00464031965672643","-0.0519105984138428","0.190390922107527","2","-0.190390922107527"
"GCF_000404165.1","Methanobrevibacter_sp._AbM4","0.225246041934104","0.153403755868545","0.071842286065559","0.00220503179316704","-0.0176056338028169","0.0990723330139158","2","-0.0990723330139158"
"GCF_001477655.1","Methanobrevibacter_millerae","0.247243839169909","0.174345774345774","0.0728980648241349","0.0028484604656232","-0.042042042042042","0.114253706179776","2","-0.114253706179776"
"GCF_000091665.1","Methanocaldococcus_jannaschii_DSM_2661","0.237953995157385","0.239742212674543","-0.00178821751715849","-0.000192773605195539","-0.0451127819548872","0.0359450381401445","3","0.0359450381401445"
"GCF_000151205.2","Thermococcus_sp._AM4","0.730554209080627","0.66079295154185","0.0697612575387767","0.00251054457194359","-0.00660792951541844","0.083417645203975","4","-0.083417645203975"
"GCF_000013725.1","Methanococcoides_burtonii_DSM_6242","0.397524314765694","0.324650621118012","0.0728736936476816","0.00352706857768486","0.0124223602484472","0.119185805448924","4","-0.119185805448924"
"GCF_963668415.1","uncultured_Methanospirillum_sp.","0.501628264208909","0.436913307564881","0.0647149566440281","0.00268359559962046","-0.026504693539481","0.120071113463465","2","-0.120071113463465"
"GCF_000011585.1","Methanococcus_maripaludis_S2","0.248176100628931","0.248713550600343","-0.000537449971412252","0.000723337118807107","-0.028587764436821","0.0532075471698113","2","-0.0532075471698113"
"GCF_000591055.1","Natronomonas_moolapensis_8.8.11","0.828519243313764","0.742822636300897","0.0856966070128667","0.00402318074706625","-0.049344375431332","0.195323936205413","2","-0.195323936205413"
"GCF_000011125.1","Aeropyrum_pernix_K1","0.681685922122379","0.611182669789227","0.0705032523331519","0.00267315610393002","-0.0269320843091334","0.0956203483518873","2","-0.0956203483518873"
"GCF_000011085.1","Haloarcula_marismortui_ATCC_43049","0.762724200675851","0.658109040717736","0.104615159958115","0.00438168589370364","-0.113641591902461","0.249956774864947","2","-0.249956774864947"
"GCF_000195935.2","Pyrococcus_abyssi_GE5","0.501306436119116","0.488692027097447","0.0126144090216696","-4.30810702480093e-05","-0.0302240750390829","0.045332438294641","3","0.045332438294641"
"GCF_000007005.1","Saccharolobus_solfataricus_P2","0.329599238910691","0.312685389712843","0.0169138491978478","0.000419185965447072","-0.0590091511517829","0.0481224323471062","2","-0.0481224323471062"
"GCF_000011205.1","Sulfurisphaera_tokodaii_str._7","0.243496250323248","0.253171390013495","-0.00967513969024725","-0.000422942500902232","-0.0344129554655871","0.0372055040627169","3","0.0372055040627169"
"GCF_000195915.1","Thermoplasma_acidophilum_DSM_1728","0.553951403632932","0.474581724581725","0.0793696790512077","0.00309626212368904","-0.00643500643500639","0.116370966052495","4","-0.116370966052495"
"GCF_000011185.1","Thermoplasma_volcanium_GSS1","0.409453436547033","0.370117792932424","0.0393356436146086","0.00195067707392983","-0.00247985120892746","0.060414378890492","5","-0.060414378890492"
"GCF_002214545.1","Thermococcus_thioreducens","0.695414033381948","0.621385281385281","0.0740287519966665","0.00245931816222216","-0.00303030303030305","0.120089358057272","4","-0.120089358057272"
"GCF_002116695.1","Acidianus_manzaensis","0.196025692492975","0.211856986501277","-0.0158312940083022","-0.000760363181198448","-0.0080262677854798","0.0330877697470837","9","0.0330877697470837"
"GCF_001563245.1","Methanobrevibacter_olleyae","0.15536283891547","0.128594334580438","0.0267685043350322","0.00122917704305851","-0.019775521111705","0.0554162862698264","2","-0.0554162862698264"
"GCF_019633745.1","Methanofollis_formosanus","0.809883802323954","0.642069227843286","0.167814574480667","0.00701702732206082","-0.0836820083682008","0.289153486614558","2","-0.289153486614558"
"GCF_024730625.1","Haloferax_larsenii","0.791447105788423","0.678161843515541","0.113285262272882","0.00473895123697466","-0.109056806002144","0.246698981458305","2","-0.246698981458305"
"GCF_000011005.1","Methanocella_paludicola_SANAE","0.776830006049607","0.60748031496063","0.169349691088977","0.00746651220643911","-0.00557742782152226","0.248614782952494","4","-0.248614782952494"
"GCF_000025685.1","Haloferax_volcanii_DS2","0.866359918200409","0.741780992766276","0.124578925434133","0.00556621829672628","-0.0770765777001746","0.251493367938498","2","-0.251493367938498"
"GCF_028471785.1","Thermococcus_kodakarensis","0.665080135988344","0.599218410768563","0.0658617252197811","0.00231493163651098","-0.0134607034303083","0.103638538072582","4","-0.103638538072582"
"GCF_000013445.1","Methanospirillum_hungatei_JF-1","0.452105614973262","0.396515062020083","0.0555905529531793","0.0022506940131719","-0.0372120496160662","0.122217841789564","2","-0.122217841789564"
"GCF_000012285.1","Sulfolobus_acidocaldarius_DSM_639","0.336623748211731","0.308440999138674","0.0281827490730575","0.000725451891266719","-0.024978466838932","0.0398967886940738","2","-0.0398967886940738"
"GCF_000152265.2","Ferroplasma_acidarmanus_Fer1","0.354927113702624","0.285111920874545","0.0698151928280794","0.00342530183528139","-0.0364393545028631","0.143578857586018","2","-0.143578857586018"
"GCF_004126515.1","Halorubrum_ezzemoulense","0.866849315068493","0.769585253456221","0.097264061612272","0.00445082885573396","-0.0506912442396312","0.206507759091264","2","-0.206507759091264"
"GCF_000012545.1","Methanosphaera_stadtmanae_DSM_3091","0.132271762208068","0.119627966645285","0.0126437955627825","0.000237288486036359","-0.0224502886465683","0.0302833080708005","6","-0.0302833080708005"
"GCF_000016385.1","Pyrobaculum_arsenaticum_DSM_13514","0.690189625450556","0.597858585858586","0.0923310395919704","0.00346825941645316","-0.0262626262626262","0.131401746662677","2","-0.131401746662677"
"GCF_000211475.1","Pyrococcus_sp._NA2","0.441436464088398","0.438774485183325","0.0026619789050728","-0.00059722242442966","0.00703164239075843","0.0492717227523858","2","0.0492717227523858"
"GCF_000026045.1","Natronomonas_pharaonis_DSM_2160","0.783426146910634","0.714869626497533","0.0685565204131003","0.00351737462881536","-0.0852713178294574","0.185117478834524","2","-0.185117478834524"
"GCF_009392895.1","Natronorubrum_aibiense","0.775962217514124","0.659644970414201","0.116317247099923","0.0050392138087969","-0.0835502958579881","0.23513381514726","2","-0.23513381514726"
"GCF_000014945.1","Methanothrix_thermoacetophila_PT","0.657691517765455","0.57420993227991","0.0834815854855452","0.0041257578680752","0.00112866817155766","0.124960140790286","3","-0.124960140790286"
"GCF_000063445.1","Methanocella_arvoryzae_MRE50","0.741730994152047","0.582844387755102","0.158886606396945","0.00672633968245665","-0.0829081632653061","0.243644259458169","2","-0.243644259458169"
"GCF_000226975.2","Halobiforma_lacisalsi_AJ5","0.855968053361418","0.731112686038271","0.124855367323148","0.00531740160040968","-0.0581148121899362","0.235368006113604","2","-0.235368006113604"
"GCF_000009185.1","Haloquadratum_walsbyi_DSM_16790","0.420013306719894","0.445542837322234","-0.0255295306023401","4.04498968022575e-05","-0.0319112036073534","0.05379869466755","10","0.05379869466755"
"GCF_000015825.1","Methanoculleus_marisnigri_JR1","0.834907201187825","0.65553752535497","0.179369675832855","0.00753957323973897","-0.0243407707910751","0.261276369544823","2","-0.261276369544823"
"GCF_000015225.1","Thermofilum_pendens_Hrk_5","0.741995050447363","0.64987012987013","0.0921249205772335","0.00349069582484971","0.0436363636363637","0.137319725772039","5","-0.137319725772039"
"GCF_017352095.1","Natrinema_longum","0.835845257021728","0.70531223509466","0.130533021927068","0.0057500681470628","-0.0813789205990393","0.263932287256257","2","-0.263932287256257"
"GCF_000019605.1","Candidatus_Korarchaeum_cryptofilum_OPF8","0.580141373978352","0.595830851697439","-0.0156894777190869","-0.00150282887810445","-0.00595592614651574","0.0381520946454158","27","-0.0381520946454158"
"GCF_000015205.1","Pyrobaculum_islandicum_DSM_4184","0.53240589198036","0.473566433566434","0.0588394584139265","0.00228448186060763","0.000466200466200495","0.0951098546843228","4","-0.0951098546843228"
"GCF_000385565.1","Archaeoglobus_sulfaticallidus_PM70-1","0.485973849550008","0.433069828722003","0.0529040208280059","0.00130051367762169","0.00087834870443565","0.0784200506918618","4","-0.0784200506918618"
"GCF_000151105.2","Thermococcus_barophilus_MP","0.417468982630273","0.404838709677419","0.0126302729528535","-1.59557767086674e-05","-0.0259856630824373","0.046501240694789","7","-0.046501240694789"
"GCF_033472595.1","Methanoculleus_receptaculi","0.742156862745098","0.6182896688087","0.123867193936398","0.0057692123502545","-0.0405338606030647","0.200881529082221","2","-0.200881529082221"
"GCF_000018305.1","Caldivirga_maquilingensis_IC-167","0.454362771020624","0.425697503671072","0.028665267349552","0.000862414727866118","-0.0308370044052863","0.0618028101787248","2","-0.0618028101787248"
"GCF_000016605.1","Metallosphaera_sedula_DSM_5348","0.547100424328147","0.450530785562633","0.0965696387655144","0.00414293056176441","-0.0237791932059448","0.136909341525599","2","-0.136909341525599"
"GCF_000015945.1","Staphylothermus_marinus_F1","0.284070598748883","0.285060975609756","-0.000990376860873166","-0.000558914770132662","0.0146341463414635","0.0519050110072147","2","0.0519050110072147"
"GCF_000016125.1","Methanococcus_maripaludis_C5","0.252744865718799","0.25","0.00274486571879934","0.00112401163945053","-0.018716577540107","0.0552765246555323","11","0.0552765246555323"
"GCF_000017165.1","Methanococcus_vannielii_SB","0.21831947110258","0.220289855072464","-0.00197038396988328","0.000574117291961825","-0.0220289855072464","0.044868934694521","8","0.044868934694521"
"GCF_000281695.1","Natrinema_sp._J7-2","0.826269720101781","0.703243818133475","0.123025901968306","0.00534599128639317","-0.0989098643977666","0.257272113082372","2","-0.257272113082372"
"GCF_000015765.1","Methanocorpusculum_labreanum_Z","0.585541439806413","0.454429678848284","0.131111760958129","0.00548222666755734","-0.0265780730897011","0.222307774247166","2","-0.222307774247166"
"GCF_000015805.1","Pyrobaculum_calidifontis_JCM_11548","0.72722305017387","0.630958663148637","0.0962643870252331","0.00392894468316833","-0.0598065083553211","0.141910825019956","2","-0.141910825019956"
"GCF_000015145.1","Hyperthermus_butylicus_DSM_5456","0.587422592355328","0.561859154929577","0.0255634374257503","0.000412915594743766","0.00394366197183094","0.0465775219327926","16","-0.0465775219327926"
"GCF_000022205.1","Halorubrum_lacusprofundi_ATCC_49239","0.830218646864686","0.723303916161059","0.106914730703627","0.00487237068133556","-0.0477109762824048","0.217422176925359","2","-0.217422176925359"
"GCF_000017185.1","Methanococcus_aeolicus_Nankai-3","0.224105865522175","0.186548556430446","0.0375573090917283","0.00186329814811331","0.0131233595800525","0.0672817185405472","3","-0.0672817185405472"
"GCF_000022485.1","Sulfolobus_islandicus_Y.N.15.51","0.311766848816029","0.305444305381727","0.00632254343430194","0.000219939261298598","-0.0438047559449312","0.0386129063879941","5","-0.0386129063879941"
"GCF_000016525.1","Methanobrevibacter_smithii_ATCC_35061","0.211505711318795","0.162768361581921","0.0487373497368745","0.00159018407074439","-0.0112994350282486","0.0809972367425243","2","-0.0809972367425243"
"GCF_000024305.1","Sulfolobus_islandicus_L.D.8.5","0.307758402830427","0.304103742613263","0.00365466021716382","0.000291077866960595","-0.0407091267235719","0.0214813181291796","2","-0.0214813181291796"
"GCF_000022445.1","Sulfolobus_islandicus_M.16.4","0.303392808867261","0.296868327402135","0.00652448146512624","0.00026092011160126","-0.0572953736654804","0.0350654067320301","2","-0.0350654067320301"
"GCF_000022405.1","Sulfolobus_islandicus_M.14.25","0.305577795569789","0.30042002100105","0.00515777456873912","0.000257638643052185","-0.0500525026251312","0.032564144887255","5","-0.032564144887255"
"GCF_000022425.1","Sulfolobus_islandicus_M.16.27","0.305570776255708","0.299344375431332","0.00622640082437581","0.000267148319419638","-0.054520358868185","0.0343492441646105","5","-0.0343492441646105"
"GCF_000022385.1","Sulfolobus_islandicus_L.S.2.15","0.305781010719755","0.301975633849193","0.0038053768705617","0.000100384293090879","-0.04412248929865","0.0255702764425077","2","-0.0255702764425077"
"GCF_000018465.1","Nitrosopumilus_maritimus_SCM1","0.223408582468985","0.214805194805195","0.00860338766379035","0.000375372349187933","0.011948051948052","0.0291228681832709","3","-0.0291228681832709"
"GCF_000022465.1","Sulfolobus_islandicus_Y.G.57.14","0.312955829481253","0.303385853167952","0.00956997631330148","0.000274854805523355","-0.0412336573918874","0.0367238482543005","5","-0.0367238482543005"
"GCF_000025665.1","Aciduliprofundum_boonei_T469","0.376496935407826","0.362104583602324","0.0143923518055024","0.00105350426025821","-0.0548741123305358","0.0608093950592145","2","-0.0608093950592145"
"GCF_000019805.1","Pyrobaculum_neutrophilum_V24Sta","0.784840182648402","0.698020781791193","0.0868194008572093","0.00364114437028293","-0.0544285007422068","0.140109851129352","2","-0.140109851129352"
"GCF_000017945.1","Ignicoccus_hospitalis_KIN4/I","0.768893893893894","0.726319350473613","0.042574543420281","0.00168779286762583","-0.00135317997293638","0.0605041780616883","10","-0.0605041780616883"
"GCF_000017625.1","Methanoregula_boonei_6A8","0.661582925744775","0.555897640943622","0.105685284801153","0.00490786213914588","-0.0279888044782087","0.179375808591637","2","-0.179375808591637"
"GCF_000172995.2","Halogeometricum_borinquense_DSM_11551","0.733985799270773","0.651262886597938","0.0827229126728352","0.00355269939763358","-0.0667525773195876","0.192233221951186","2","-0.192233221951186"
"GCF_000069025.1","Halobacterium_salinarum_R1","0.861361771944217","0.736147186147186","0.12521458579703","0.00535204615312727","-0.11002886002886","0.270091930674375","2","-0.270091930674375"
