Accession,Species,Core_GC3,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_019669925.1,Methanobrevibacter arboriphilus,0.14013567,0.118083004,0.129940711,0.131916996,0.130434783,0.12944664,0.136363636,0.162549407,0.149209486,0.137351779,0.173913043,0.143280632,0.144268775,0.148715415,0.158102767,0.133893281,0.154150198,0.154150198,0.171442688,0.134387352,0.154150198,0.165019763,0.147727273,0.154644269,0.159090909,0.146245059,0.143774704,0.151679842,0.151679842
GCF_002761295.1,Methanohalophilus portucalensis,0.400828048,0.266098485,0.29782197,0.307291667,0.312973485,0.309659091,0.338068182,0.354166667,0.369791667,0.363636364,0.378787879,0.392518939,0.385890152,0.396306818,0.404356061,0.40530303,0.413825758,0.38967803,0.413352273,0.404829545,0.386837121,0.395073425,0.400757935,0.400284225,0.409284699,0.390810043,0.411179536,0.40521327,0.395260664
GCF_004803735.1,Halomicrobium mukohataei,0.858946899,0.59863136,0.686402856,0.691460875,0.716453436,0.767033621,0.764950907,0.782207676,0.787265695,0.783992859,0.792323713,0.798869384,0.800059506,0.803034811,0.8146385,0.811365665,0.812853317,0.81434097,0.816721214,0.823861946,0.825944659,0.82653972,0.810175543,0.830110086,0.825297619,0.824404762,0.827380952,0.836856207,0.828818101
GCF_002813695.1,Methanobacterium subterraneum,0.404852608,0.269214961,0.283189478,0.295108919,0.288121661,0.30620633,0.321824908,0.368269626,0.337854501,0.328812166,0.377722976,0.344430744,0.36539252,0.403616934,0.381011097,0.39539663,0.385532265,0.399917797,0.362515413,0.360049322,0.408549116,0.385532265,0.382244143,0.387587341,0.365131579,0.365542763,0.388157895,0.371299342,0.376233553
GCF_005890195.1,Natrinema pallidum,0.827826349,0.576800847,0.670021186,0.640360169,0.685911017,0.70842161,0.73940678,0.750264831,0.771980932,0.743908898,0.767743644,0.762711864,0.765625,0.769597458,0.764036017,0.76059322,0.780455508,0.777542373,0.78125,0.779925847,0.796610169,0.783633475,0.786811441,0.792902542,0.813294492,0.801112288,0.790198675,0.800264901,0.80127186
GCF_900036045.1,Methanoculleus bourgensis,0.783472609,0.5732788,0.603953647,0.598159509,0.608043626,0.620654397,0.659168371,0.677232447,0.685412406,0.703817314,0.727675528,0.719836401,0.712338105,0.731424676,0.7467621,0.728698023,0.731083845,0.749147921,0.737218814,0.726559836,0.756904194,0.741473397,0.744884038,0.752728513,0.764926646,0.7465029,0.762457338,0.753242321,0.774248634
GCF_900095295.1,Methanobacterium congolense,0.3939635,0.28553137,0.281263338,0.303030303,0.298762271,0.296201451,0.317541613,0.321382843,0.319248826,0.342723005,0.36320956,0.320956039,0.348271447,0.366623986,0.350832266,0.344857021,0.366623986,0.36705079,0.358514725,0.353393086,0.360802733,0.356532878,0.348847139,0.371050384,0.361656704,0.351836038,0.35439795,0.364218617,0.366353544
GCF_019669965.1,Methanoculleus chikugoensis,0.827362543,0.584555985,0.611196911,0.608108108,0.642471042,0.63976834,0.686486486,0.698069498,0.716216216,0.716988417,0.730501931,0.759073359,0.752509653,0.76988417,0.762934363,0.775289575,0.783011583,0.772586873,0.77953668,0.781467181,0.781467181,0.780694981,0.772200772,0.776447876,0.801158301,0.783397683,0.784942085,0.784169884,0.776061776
GCF_017357525.1,Methanofollis aquaemaris,0.781976912,0.518081761,0.575078616,0.558962264,0.58922956,0.608097484,0.658018868,0.677672956,0.65841195,0.701257862,0.709512579,0.715801887,0.711871069,0.746069182,0.738600629,0.735455975,0.728380503,0.733097484,0.730738994,0.746462264,0.741745283,0.732704403,0.730738994,0.749606918,0.743710692,0.74331761,0.746462264,0.742823437,0.745869394
GCF_963667985.1,uncultured Methanocorpusculum sp.,0.578895464,0.383554377,0.393103448,0.414323607,0.428116711,0.45994695,0.472679045,0.499204244,0.492838196,0.542175066,0.543766578,0.529442971,0.543766578,0.516710875,0.545888594,0.534748011,0.523607427,0.566578249,0.544297082,0.528912467,0.535809019,0.532625995,0.532095491,0.544827586,0.534217507,0.539278132,0.534501062,0.552016985,0.560509554
GCF_022870485.1,Halococcus dombrowskii,0.787213579,0.609414121,0.668502754,0.649974962,0.683775663,0.7110666,0.726089134,0.75112669,0.759138708,0.740610916,0.745868803,0.750125188,0.76014021,0.763895844,0.760640961,0.764396595,0.77090636,0.77315974,0.775162744,0.776108189,0.770848986,0.766341097,0.772852492,0.771850739,0.771099424,0.776108189,0.785624843,0.789882294,0.782118708
GCF_963678545.1,uncultured Methanomethylovorans sp.,0.368078292,0.295320731,0.313603967,0.299039355,0.300898667,0.32599938,0.312674311,0.322900527,0.336845367,0.338084909,0.363495507,0.344902386,0.350170437,0.377130462,0.370003099,0.376200806,0.386736907,0.368453672,0.381778742,0.385497366,0.386427022,0.376627402,0.380037198,0.376627402,0.372597644,0.356788593,0.366315136,0.36662531,0.37251861
GCF_000007345.1,Methanosarcina acetivorans C2A,0.46837919,0.308941418,0.358890031,0.341212744,0.37307297,0.357451182,0.37368962,0.392600206,0.401849949,0.41315519,0.396300103,0.424254882,0.409660843,0.429804728,0.439054471,0.431537829,0.435649671,0.433388158,0.44140625,0.42578125,0.430098684,0.443256579,0.440172697,0.428659539,0.433271643,0.443142093,0.449814891,0.4268669,0.441769547
GCF_000007065.1,Methanosarcina mazei Go1,0.440674799,0.285300087,0.335749493,0.328211076,0.347057118,0.352565961,0.345897362,0.371991882,0.386778776,0.400405915,0.391707741,0.399536097,0.409683966,0.406494636,0.418092201,0.404465062,0.427080313,0.397796463,0.436938243,0.416642505,0.428530009,0.435198608,0.426500435,0.42157147,0.406204697,0.424470861,0.403422274,0.4143935,0.405224964
GCF_025914035.1,Methanoculleus submarinus,0.835005974,0.571020408,0.599591837,0.582857143,0.630612245,0.636326531,0.668571429,0.688163265,0.714285714,0.730204082,0.742040816,0.752244898,0.740408163,0.766530612,0.777959184,0.772244898,0.788979592,0.772653061,0.78122449,0.78244898,0.770204082,0.792244898,0.776326531,0.774693878,0.792653061,0.785714286,0.805714286,0.790612245,0.800816327
GCF_000970205.1,Methanosarcina mazei S-6,0.438485736,0.286079545,0.331534091,0.323863636,0.351704545,0.345738636,0.340625,0.369886364,0.391761364,0.406534091,0.387784091,0.396306818,0.410511364,0.409659091,0.416761364,0.400568182,0.416193182,0.396590909,0.428977273,0.408806818,0.426136364,0.438920455,0.425852273,0.414772727,0.405965909,0.423863636,0.400113669,0.419840819,0.402785674
GCF_963665675.1,uncultured Methanolobus sp.,0.384766962,0.26793049,0.293838863,0.272985782,0.304265403,0.314691943,0.335545024,0.339336493,0.350078989,0.345023697,0.365244866,0.369668246,0.390205371,0.376935229,0.393680885,0.37093207,0.385150079,0.382938389,0.360189573,0.360189573,0.390205371,0.382306477,0.372511848,0.390521327,0.3835703,0.381990521,0.36492891,0.36492891,0.376619273
GCF_021233435.1,Halobacterium noricense,0.845992655,0.605255641,0.7246501,0.703227649,0.742359326,0.776349614,0.787203656,0.800057127,0.809483005,0.816338189,0.803484719,0.823764639,0.803199086,0.825478435,0.814624393,0.817195087,0.827477863,0.816623822,0.837189374,0.837189374,0.838617538,0.825764067,0.824857143,0.830285714,0.835428571,0.822857143,0.843714286,0.834,0.834285714
GCF_024508235.1,Halococcus qingdaonensis,0.839273402,0.64888248,0.700793079,0.685291997,0.732155732,0.762436914,0.782624369,0.786229272,0.817591925,0.789834174,0.798125451,0.816870944,0.802451334,0.817591925,0.819033886,0.82437793,0.814641183,0.830869095,0.827262892,0.834114677,0.827984133,0.820050487,0.839163361,0.815001803,0.825757576,0.826118326,0.832972583,0.837662338,0.848069289
GCF_000404165.1,Methanobrevibacter sp. AbM4,0.225246042,0.126173709,0.143779343,0.132629108,0.146126761,0.167253521,0.139084507,0.170187793,0.164319249,0.167840376,0.176643192,0.16842723,0.159624413,0.185446009,0.188967136,0.180751174,0.185446009,0.200704225,0.194835681,0.186032864,0.188380282,0.203638498,0.181338028,0.180164319,0.177816901,0.192488263,0.184859155,0.203051643,0.185446009
GCF_001477655.1,Methanobrevibacter millerae,0.247243839,0.132990133,0.175032175,0.15015015,0.167739168,0.177177177,0.181896182,0.177177177,0.18018018,0.196911197,0.204204204,0.210639211,0.216216216,0.221364221,0.211068211,0.226941227,0.247962248,0.23037323,0.229086229,0.214929215,0.20978121,0.227799228,0.235092235,0.226941227,0.22951523,0.217932218,0.221888412,0.227038627,0.230571061
GCF_000013725.1,Methanococcoides burtonii DSM 6242,0.397524315,0.301630435,0.289208075,0.278338509,0.338509317,0.310170807,0.313276398,0.336180124,0.343944099,0.362189441,0.373059006,0.362965839,0.382763975,0.373835404,0.381987578,0.381987578,0.392468944,0.386796117,0.383300971,0.398834951,0.387961165,0.408543689,0.387961165,0.373592233,0.403495146,0.39005439,0.387874077,0.376991838,0.392149242
GCF_963668415.1,uncultured Methanospirillum sp.,0.501628264,0.381557151,0.408061844,0.392048592,0.422970734,0.452512424,0.458862507,0.449199337,0.448094975,0.480673661,0.47515185,0.472667035,0.479569299,0.493649917,0.483710657,0.501104362,0.479293208,0.481501933,0.469906129,0.469906129,0.482882385,0.494202098,0.468525676,0.471838763,0.48509111,0.462451684,0.493097736,0.483434567,0.499447819
GCF_000011585.1,Methanococcus maripaludis S2,0.248176101,0.194968553,0.223556318,0.240137221,0.242424242,0.234419668,0.242995998,0.28759291,0.259005146,0.262435678,0.299599771,0.258433391,0.267581475,0.279588336,0.263007433,0.268724986,0.258433391,0.274599542,0.256864989,0.263157895,0.264874142,0.258009153,0.251860332,0.276473955,0.284487693,0.232398397,0.249570693,0.243274184,0.271322267
GCF_000591055.1,Natronomonas moolapensis 8.8.11,0.828519243,0.633195307,0.682539683,0.693236715,0.728433402,0.771566598,0.778812974,0.787784679,0.790890269,0.780193237,0.781573499,0.79468599,0.798136646,0.810213941,0.796756384,0.788129745,0.785714286,0.797101449,0.806073154,0.797446515,0.810559006,0.806418219,0.816080055,0.804692892,0.822636301,0.812284334,0.804558011,0.813881215,0.815953039
GCF_000011085.1,Haloarcula marismortui ATCC 43049,0.762724201,0.512767426,0.626409018,0.615827007,0.645732689,0.676558546,0.679319071,0.698642742,0.704853922,0.70347366,0.717506326,0.71957672,0.719116632,0.705544053,0.724637681,0.715830649,0.711228716,0.715140359,0.723653935,0.73216751,0.736769443,0.73838012,0.730786931,0.730264672,0.726121979,0.719843462,0.721685083,0.738720074,0.73572744
GCF_001563245.1,Methanobrevibacter olleyae,0.155362839,0.099946553,0.119722074,0.117049706,0.125601283,0.111170497,0.128808124,0.140566542,0.138963121,0.148583645,0.155531801,0.141635489,0.149652592,0.133618386,0.139497595,0.144307857,0.141101015,0.161945484,0.138428648,0.148583645,0.152859433,0.149118119,0.157669695,0.158204169,0.145911277,0.147514698,0.129877071,0.151790486,0.15232496
GCF_019633745.1,Methanofollis formosanus,0.809883802,0.520730316,0.604412324,0.585013313,0.612019779,0.623430962,0.666032712,0.689615824,0.680106504,0.709395207,0.729935337,0.737162419,0.74134652,0.753898821,0.746291366,0.748953975,0.763788513,0.756941803,0.758843667,0.757702548,0.764929631,0.762267022,0.758463294,0.755039939,0.761125903,0.762267022,0.769113731,0.773592085,0.776636225
GCF_000025685.1,Haloferax volcanii DS2,0.866359918,0.61486655,0.691943128,0.682464455,0.724120728,0.761536543,0.757545523,0.792217511,0.802693939,0.790720878,0.799700673,0.803442255,0.817410826,0.814916438,0.815165877,0.830880519,0.811174857,0.818408581,0.83063108,0.837615365,0.840858069,0.834123223,0.82664006,0.83063108,0.845098528,0.843352457,0.830132203,0.84256487,0.843063872
GCF_000013445.1,Methanospirillum hungatei JF-1,0.452105615,0.329887773,0.367099823,0.361193148,0.388659185,0.412285883,0.403721205,0.418487891,0.421441229,0.42232723,0.440047253,0.444181926,0.440342587,0.437979917,0.455699941,0.435617247,0.431482575,0.454518606,0.430596574,0.430891908,0.440637921,0.440342587,0.435912581,0.443295924,0.420555227,0.431482575,0.411695216,0.443295924,0.43929099
GCF_000009185.1,Haloquadratum walsbyi DSM 16790,0.420013307,0.388137357,0.420048561,0.416579951,0.459243843,0.467915366,0.448491155,0.46930281,0.445716268,0.473812001,0.466181061,0.461325009,0.464446757,0.460284426,0.460978148,0.456122095,0.448838016,0.451266042,0.449878599,0.42733264,0.446063129,0.447450572,0.467915366,0.445022546,0.437738467,0.439472771,0.446911867,0.44081916,0.448455397
GCF_000015825.1,Methanoculleus marisnigri JR1,0.834907201,0.573630832,0.597971602,0.586612576,0.631643002,0.634482759,0.662474645,0.688438134,0.714807302,0.728194726,0.737119675,0.751318458,0.745233266,0.767951318,0.778904665,0.769979716,0.787423935,0.770791075,0.777281947,0.778093306,0.771602434,0.792292089,0.775659229,0.77484787,0.793914807,0.789858012,0.806085193,0.79188641,0.800811359
GCF_000016125.1,Methanococcus maripaludis C5,0.252744866,0.211764706,0.230481283,0.240641711,0.21657754,0.228342246,0.251336898,0.285561497,0.259358289,0.267914439,0.30802139,0.263636364,0.259893048,0.276470588,0.264705882,0.295187166,0.293582888,0.290374332,0.271657754,0.26631016,0.281283422,0.265775401,0.268983957,0.272192513,0.282887701,0.234224599,0.265240642,0.265775401,0.277540107
GCF_000281695.1,Natrinema sp. J7-2,0.82626972,0.568997607,0.667907471,0.645041212,0.683594789,0.699016219,0.735708588,0.754054773,0.763892582,0.748471151,0.765753789,0.772666844,0.756447753,0.774262164,0.751661792,0.764361702,0.77839851,0.783985102,0.786645384,0.785049215,0.780260708,0.791433892,0.794360202,0.782388933,0.806331471,0.789305666,0.785049215,0.801542964,0.803405161
GCF_000015765.1,Methanocorpusculum labreanum Z,0.58554144,0.363233666,0.389811739,0.392580288,0.427464009,0.446843854,0.468438538,0.49833887,0.493909192,0.53709856,0.526578073,0.543743079,0.558693245,0.50055371,0.547619048,0.547619048,0.534883721,0.566998893,0.542081949,0.552602436,0.558139535,0.550941307,0.53986711,0.53765227,0.544850498,0.553156146,0.534883721,0.574197121,0.53765227
GCF_000022205.1,Halorubrum lacusprofundi ATCC 49239,0.830218647,0.61279647,0.660507446,0.685879757,0.704908991,0.729178158,0.746001103,0.771373414,0.767236624,0.778268064,0.776889134,0.780198566,0.789023718,0.801985659,0.792333149,0.791505792,0.783232212,0.809431881,0.798952013,0.816050745,0.811913955,0.804467733,0.808052951,0.811862069,0.79718543,0.807617996,0.803201766,0.809826111,0.807617996
GCF_000016525.1,Methanobrevibacter smithii ATCC 35061,0.211505711,0.130508475,0.14180791,0.157062147,0.151412429,0.15819209,0.167231638,0.186440678,0.177966102,0.175141243,0.181920904,0.193785311,0.190960452,0.193220339,0.217514124,0.193220339,0.218644068,0.213559322,0.200678349,0.195025438,0.194460147,0.195025438,0.191633691,0.188807236,0.198417185,0.201808932,0.17071792,0.189937818,0.172413793
GCF_000018465.1,Nitrosopumilus maritimus SCM1,0.223408582,0.206233766,0.194285714,0.220779221,0.221298701,0.217142857,0.215584416,0.226493506,0.213506494,0.216623377,0.216103896,0.211428571,0.218181818,0.231688312,0.240519481,0.218701299,0.210909091,0.22961039,0.22961039,0.235324675,0.222857143,0.215584416,0.215064935,0.212467532,0.215064935,0.222337662,0.233766234,0.216623377,0.222337662
GCF_000023965.1,Halomicrobium mukohataei DSM 12286,0.858953901,0.598525074,0.686430678,0.692625369,0.715929204,0.766371681,0.76460177,0.779941003,0.786430678,0.784660767,0.791150442,0.801474926,0.800294985,0.802359882,0.816224189,0.812979351,0.812389381,0.814454277,0.81740413,0.824483776,0.828318584,0.825612275,0.810563588,0.830923576,0.8270366,0.825265643,0.8270366,0.836728668,0.828757012
GCF_000021965.1,Methanosphaerula palustris E1-9c,0.70499391,0.469014085,0.495070423,0.503521127,0.536267606,0.547535211,0.557746479,0.577464789,0.602464789,0.613732394,0.623943662,0.61443662,0.63415493,0.645774648,0.650352113,0.665492958,0.640718563,0.643888693,0.643536456,0.652924595,0.646457526,0.654212196,0.658794501,0.667606627,0.648219951,0.652802256,0.673598872,0.666784203,0.674894217
GCF_013388255.1,Methanolobus zinderi,0.47412956,0.292406498,0.32376275,0.31885153,0.356252361,0.338118625,0.371741594,0.389119758,0.392142048,0.407631281,0.410275784,0.423876086,0.425765017,0.456365697,0.456743483,0.431809596,0.458254628,0.448809974,0.445787684,0.448809974,0.435965244,0.455232338,0.429165093,0.433698527,0.459765773,0.451832263,0.438609747,0.437854175,0.46203249
GCF_000025625.1,Natrialba magadii ATCC 43099,0.764268585,0.530295802,0.631679389,0.601622137,0.661259542,0.676288168,0.671755725,0.70634542,0.703482824,0.697041985,0.707776718,0.695372137,0.711593511,0.710400763,0.705391221,0.71254771,0.717318702,0.704198473,0.721374046,0.732347328,0.723520992,0.719704198,0.731631679,0.739265267,0.734255725,0.715410305,0.735687023,0.741889313,0.723043893
GCF_000327485.1,Methanoregula formicica SMSP,0.701345469,0.504016766,0.538595878,0.531260915,0.561997904,0.578414251,0.59238561,0.636046105,0.624170451,0.636046105,0.650716032,0.654208872,0.650366748,0.662940971,0.667132379,0.654208872,0.670625218,0.663290255,0.673070206,0.673768774,0.668180231,0.675515194,0.662940971,0.667481663,0.675515194,0.67691233,0.666783095,0.673070206,0.669577366
GCF_003990725.2,Halorubrum sp. PV6,0.873648236,0.636661211,0.699509002,0.688707038,0.746972177,0.781342062,0.792798691,0.806873977,0.820621931,0.803273322,0.807528642,0.81898527,0.832405892,0.839934534,0.828150573,0.827823241,0.82913257,0.846481178,0.839279869,0.849754501,0.845826514,0.845499182,0.843535188,0.839607201,0.846153846,0.845826514,0.847413229,0.850687623,0.842174198
GCF_000223905.1,Haloarcula hispanica ATCC 33960,0.801722479,0.529275213,0.64199123,0.622130513,0.663399536,0.69202992,0.702605107,0.72917204,0.718854785,0.726334795,0.753675522,0.746453443,0.744389992,0.736394119,0.75883415,0.750322414,0.735620325,0.750064483,0.75883415,0.76063967,0.758060356,0.766056229,0.768635543,0.766769866,0.758255934,0.767801858,0.767285862,0.763157895,0.767285862
GCF_000024185.1,Methanobrevibacter ruminantium M1,0.326573193,0.146133094,0.179856115,0.166816547,0.173561151,0.197841727,0.200539568,0.221672662,0.224370504,0.224370504,0.249100719,0.245503597,0.254496403,0.254496403,0.28102518,0.263489209,0.261690647,0.282823741,0.266636691,0.28057554,0.288219424,0.293615108,0.267535971,0.278327338,0.28192446,0.273954116,0.284750337,0.269905533,0.290598291
GCF_000828535.1,Methanococcus maripaludis KA1,0.249427875,0.197455471,0.217811705,0.231552163,0.236641221,0.224936387,0.23307888,0.277862595,0.260559796,0.261068702,0.28956743,0.275826972,0.254452926,0.277862595,0.248346056,0.266666667,0.24783715,0.265784114,0.248472505,0.256619145,0.259164969,0.25814664,0.247454175,0.271894094,0.266293279,0.237270876,0.257637475,0.248472505,0.24898167
GCF_000828555.1,Methanococcus maripaludis OS7,0.249560878,0.198808234,0.221018418,0.230227519,0.238353196,0.225893824,0.237811484,0.289274106,0.260021668,0.252437703,0.297941495,0.267605634,0.25460455,0.273564464,0.245937161,0.267063922,0.26056338,0.272086721,0.243902439,0.259620596,0.267208672,0.263414634,0.25203252,0.275338753,0.268292683,0.238482385,0.248780488,0.239566396,0.25203252
GCF_000196655.1,Methanohalobium evestigatum Z-7303,0.304956453,0.234634551,0.28654485,0.260797342,0.278654485,0.257059801,0.265780731,0.284053156,0.27782392,0.274501661,0.281976744,0.299003322,0.287790698,0.303986711,0.29692691,0.305647841,0.314368771,0.300664452,0.291528239,0.291943522,0.314368771,0.303571429,0.290402991,0.306190278,0.314630091,0.29758936,0.309226933,0.309355509,0.31018711
GCF_003856835.1,Haloplanus aerogenes,0.857107232,0.64356709,0.729983435,0.702374379,0.744616234,0.770016565,0.768636113,0.793760353,0.808117062,0.797349531,0.808945334,0.810877968,0.815019326,0.818056322,0.81695196,0.82661513,0.813638874,0.816123689,0.829928216,0.828823854,0.825510768,0.826062949,0.831308669,0.828547764,0.829376035,0.826062949,0.832965213,0.83186085,0.827719492
GCF_018200015.1,Haloarcula sinaiiensis ATCC 33800,0.755017876,0.514141636,0.622012717,0.604691954,0.635386977,0.68033326,0.677921508,0.697215523,0.69392677,0.697873273,0.709274282,0.702477527,0.70686253,0.695680772,0.709712782,0.699188774,0.701819776,0.709932032,0.710151283,0.714536286,0.725498794,0.736242052,0.727691296,0.719736842,0.722368421,0.710964912,0.720175439,0.729765299,0.725318122
GCF_000217995.1,Methanosalsum zhilinae DSM 4017,0.344221378,0.251609708,0.253095592,0.266963843,0.269440317,0.278850916,0.278850916,0.291728579,0.296681526,0.315502724,0.32986627,0.312530956,0.294205052,0.343734522,0.315502724,0.310549777,0.342418236,0.344895937,0.335480674,0.35579782,0.336471754,0.322260783,0.335647,0.350024789,0.329697571,0.319286068,0.343579574,0.339285714,0.330853175
GCF_000147875.1,Methanolacinia petrolearia DSM 11571,0.560232315,0.354344729,0.386752137,0.366096866,0.40954416,0.402777778,0.448005698,0.460826211,0.466880342,0.467592593,0.487535613,0.499643875,0.501780627,0.518162393,0.523860399,0.519586895,0.509259259,0.522435897,0.529202279,0.540242165,0.535612536,0.518518519,0.512464387,0.521367521,0.537749288,0.535968661,0.530626781,0.515669516,0.539529915
GCF_004799685.1,Halobellus limi,0.867999596,0.614063778,0.674843282,0.669119651,0.730444263,0.765058599,0.794221859,0.805941673,0.811665304,0.790133551,0.807576996,0.80566912,0.814663396,0.812210412,0.820387026,0.814663396,0.820387026,0.836467702,0.825838103,0.830471518,0.834832379,0.839193241,0.851962923,0.842966194,0.838331516,0.841603053,0.842693566,0.833151581,0.847328244
GCF_030296735.1,Methanobacterium petrolearium,0.3623824,0.261678694,0.270793771,0.285225978,0.289023927,0.301177364,0.31788834,0.347512343,0.316748956,0.3209267,0.334599316,0.326243828,0.32016711,0.363843524,0.372578807,0.361322188,0.356762918,0.347644377,0.34118541,0.330927052,0.356762918,0.341945289,0.330167173,0.364361702,0.347264438,0.330547112,0.340805471,0.36056231,0.337765957
GCF_030296715.1,Methanobacterium ferruginis,0.350830654,0.256318975,0.260234959,0.288358847,0.29512282,0.282306871,0.295834817,0.33748665,0.299750801,0.314346743,0.328230687,0.330722677,0.317194731,0.352794589,0.337250712,0.343660969,0.346153846,0.346866097,0.337606838,0.343660969,0.339031339,0.333689459,0.332621083,0.340933381,0.323477022,0.336302102,0.343070894,0.329889562,0.333095832
GCF_025998175.1,Nitrosopumilus zosterae,0.238154897,0.206896552,0.200191571,0.228448276,0.225095785,0.244252874,0.222701149,0.248563218,0.226532567,0.227969349,0.224137931,0.235153257,0.228927203,0.239463602,0.243295019,0.243773946,0.231800766,0.252873563,0.240900383,0.225095785,0.237182559,0.222328701,0.241015812,0.241974126,0.235745089,0.207954001,0.229995208,0.237410072,0.237889688
GCF_002906575.1,Salinigranum rubrum,0.854420241,0.63668993,0.708075773,0.695314058,0.729611167,0.771884347,0.78664008,0.791625125,0.795214357,0.807377866,0.800997009,0.797407777,0.813559322,0.817347956,0.817946162,0.819142572,0.821535394,0.82113659,0.827318046,0.833698903,0.834297109,0.830707876,0.82648584,0.837422701,0.83283463,0.836824257,0.826451227,0.834031518,0.82984241
