Accession,Species,Core_GC,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_014962245.1,Thermosphaera aggregans,0.485139319,0.47740113,0.436676083,0.441854991,0.439500942,0.43079096,0.432909605,0.441384181,0.457862524,0.447975518,0.457862524,0.473634652,0.457627119,0.475753296,0.459745763,0.479284369,0.471986817,0.475047081,0.457156309,0.469868173,0.479048964,0.468691149,0.474576271,0.476694915,0.478107345,0.461864407,0.481167608,0.479048964,0.464689266
GCF_036323395.1,Pyrodictium abyssi,0.598161548,0.651603905,0.606555091,0.570292887,0.570013947,0.591631799,0.566387727,0.562761506,0.586889819,0.577963738,0.590794979,0.586331939,0.5958159,0.582845188,0.594281729,0.59902371,0.593444909,0.581729428,0.59818689,0.59707113,0.59776848,0.590934449,0.590655509,0.591910739,0.594839609,0.593584379,0.6,0.589958159,0.591910739
GCF_900012635.1,Thermococcus chitonophagus,0.454736118,0.432966024,0.441230487,0.411080502,0.414906642,0.414141414,0.417508418,0.427609428,0.440465259,0.437098255,0.436179982,0.444291399,0.442301806,0.446434037,0.442198744,0.433471138,0.435308529,0.451232583,0.450007656,0.437758383,0.440153257,0.455019157,0.455228458,0.443422263,0.451088623,0.45676173,0.45507513,0.455535112,0.446182153
GCF_001433455.1,Thermococcus barophilus,0.422331294,0.396475212,0.404082668,0.387980221,0.380753138,0.384430075,0.384303284,0.39888424,0.402941549,0.40167364,0.407759604,0.414859896,0.406998859,0.419043996,0.412958032,0.40852035,0.425510333,0.414606314,0.424622797,0.414099151,0.417649296,0.418536833,0.410168632,0.415113478,0.415874223,0.416127805,0.426778243,0.409534677,0.412070496
GCF_000009965.1,Thermococcus kodakarensis KOD1,0.530151809,0.507082972,0.506215669,0.465596993,0.481063891,0.475281873,0.48077479,0.501156404,0.510552183,0.510118531,0.497542642,0.510552183,0.510841284,0.515900549,0.512286788,0.531511998,0.521393466,0.539606823,0.526163631,0.52254987,0.532812952,0.520526164,0.531078346,0.519080659,0.519947962,0.527753686,0.537583117,0.526308182,0.520092512
GCF_000011105.1,Pyrococcus horikoshii OT3,0.422601977,0.412706887,0.411639082,0.385121908,0.391884677,0.388325325,0.383698167,0.407901762,0.407011924,0.40950347,0.403096636,0.416800142,0.415198434,0.411639082,0.410037373,0.406122086,0.421783235,0.403808507,0.418223883,0.417334045,0.411105179,0.418401851,0.417334045,0.408435665,0.415020466,0.422495106,0.41324079,0.420893397,0.406122086
GCF_002214385.1,Thermococcus gorgonarius,0.524861027,0.502339813,0.498560115,0.470482361,0.461483081,0.473182145,0.476241901,0.495680346,0.480921526,0.505219582,0.498200144,0.507919366,0.503779698,0.517458603,0.508099352,0.518538517,0.510079194,0.521598272,0.521958243,0.504139669,0.516018719,0.51637869,0.515658747,0.519798416,0.514398848,0.519078474,0.528617711,0.516018719,0.50899928
GCF_002214485.1,Thermococcus pacificus,0.555731922,0.523273657,0.507075874,0.480647911,0.492753623,0.483205456,0.501960784,0.526513214,0.514748508,0.530605286,0.520204604,0.537084399,0.535038363,0.53657289,0.537254902,0.535720375,0.541858483,0.550895141,0.551918159,0.538959932,0.543563512,0.553964194,0.543222506,0.542199488,0.542369991,0.546229956,0.559535995,0.547082907,0.544461512
GCF_002214505.1,Thermococcus siculi,0.561853374,0.533457828,0.512605042,0.485683162,0.495331466,0.513227513,0.502023031,0.530656707,0.524120759,0.532368503,0.524898848,0.539060068,0.530034236,0.552131964,0.537970744,0.535947712,0.546529723,0.568316215,0.560068472,0.554777467,0.555036587,0.563755255,0.547252063,0.555036587,0.550521563,0.552545539,0.571072707,0.551922778,0.550988635
GCF_024022995.1,Thermococcus aggregans,0.439405046,0.405100539,0.408697074,0.383030897,0.385810038,0.383030897,0.400359653,0.41065882,0.421284944,0.416544058,0.409024031,0.4301128,0.427006703,0.425535393,0.422102338,0.42324669,0.429949322,0.439104136,0.421611901,0.435017165,0.433218898,0.431257152,0.429785843,0.426189308,0.436161517,0.429949322,0.436815432,0.422756253,0.435017165
GCF_001006045.1,Geoglobus ahangari,0.544346441,0.480392157,0.499509804,0.487091503,0.477287582,0.485620915,0.493954248,0.511928105,0.519934641,0.525653595,0.508006536,0.518627451,0.529084967,0.533169935,0.536601307,0.520261438,0.529901961,0.521732026,0.528200098,0.52656531,0.537518391,0.528363577,0.539970574,0.524440085,0.521497466,0.523459212,0.543567108,0.523132254,0.534575772
GCF_002214525.1,Thermococcus sp. P6,0.56194538,0.513519092,0.508152735,0.482972136,0.499071207,0.495768834,0.497832817,0.516615067,0.525696594,0.525077399,0.533126935,0.538080495,0.541176471,0.539731682,0.542827657,0.545098039,0.548194014,0.55995872,0.546749226,0.547781218,0.564086687,0.556656347,0.55995872,0.538080495,0.557275542,0.565737874,0.572755418,0.55376677,0.551909185
GCF_000265525.1,Thermococcus cleftensis,0.570605307,0.529695799,0.528086271,0.498470948,0.51102527,0.509093836,0.516497666,0.539031064,0.543537743,0.550458716,0.534363432,0.552551103,0.545952036,0.554160631,0.551907291,0.557701593,0.563495896,0.561242556,0.561564462,0.569290198,0.562691131,0.56204732,0.563334943,0.56430066,0.562369226,0.569773056,0.577176887,0.574762595,0.558828263
GCF_963665055.1,uncultured Methanobacterium sp.,0.409760774,0.314356715,0.294024624,0.312549418,0.32768553,0.326104145,0.34203095,0.369705185,0.378402801,0.378176889,0.390037275,0.388681803,0.378289845,0.396362815,0.399638541,0.401242938,0.401920904,0.401468927,0.391299435,0.400564972,0.397175141,0.399096045,0.393446328,0.392429379,0.414915254,0.391073446,0.402372881,0.401242938,0.390508475
GCF_000007225.1,Pyrobaculum aerophilum str. IM2,0.524880311,0.488665636,0.446290572,0.457496136,0.451056157,0.47810407,0.477846471,0.497810407,0.518418341,0.524471922,0.519835137,0.521380732,0.520994333,0.518418341,0.510690366,0.518489885,0.515010952,0.524416957,0.516499098,0.513018819,0.502191286,0.515725703,0.523717453,0.509538541,0.516499098,0.530420211,0.522944058,0.520881671,0.525393143
GCF_000007305.1,Pyrococcus furiosus DSM 3638,0.409473312,0.385922719,0.397787398,0.37999038,0.376142376,0.364438031,0.374218374,0.381112714,0.394099727,0.401795735,0.388488055,0.391374058,0.401635402,0.403559404,0.396344396,0.41029341,0.399551066,0.417187751,0.417508418,0.394580728,0.402757736,0.411896745,0.40660574,0.410133077,0.410453744,0.408565929,0.404555662,0.409367982,0.409207571
GCF_002214565.1,Thermococcus radiotolerans,0.569918554,0.519437552,0.51497105,0.482051282,0.49693962,0.495119934,0.503556658,0.522415219,0.520430108,0.542762614,0.530851944,0.544582299,0.543093466,0.549710505,0.545078577,0.550041356,0.551199338,0.559470637,0.55401158,0.555996691,0.555996691,0.55401158,0.548717949,0.543920596,0.549379653,0.556492969,0.569065343,0.552026468,0.545574855
GCF_946300405.1,Thermococcus nautili,0.553564187,0.532070175,0.537684211,0.500491228,0.488280702,0.495438596,0.508912281,0.520982456,0.521263158,0.523508772,0.527298246,0.53754386,0.53122807,0.539087719,0.538947368,0.539789474,0.544140351,0.547789474,0.548350877,0.544842105,0.544982456,0.53754386,0.544561404,0.543719298,0.548350877,0.549614035,0.555649123,0.541473684,0.544421053
GCF_000008665.1,Archaeoglobus fulgidus DSM 4304,0.495954965,0.448248408,0.449708068,0.439490446,0.436836518,0.447452229,0.460456476,0.473593418,0.474787686,0.477308917,0.4742569,0.493497877,0.475451168,0.477972399,0.486464968,0.502388535,0.492436306,0.489251592,0.471525289,0.484269215,0.492897916,0.48864994,0.491703173,0.488384442,0.488517191,0.483001328,0.478335991,0.478070175,0.485174844
GCF_000091665.1,Methanocaldococcus jannaschii DSM 2661,0.318825666,0.292517007,0.276942356,0.287862513,0.284282134,0.276047261,0.287862513,0.30415324,0.30594343,0.307375582,0.305406373,0.316326531,0.308628715,0.315073398,0.308986753,0.308449696,0.314705356,0.31594047,0.311637081,0.320602474,0.319705935,0.314147391,0.308768155,0.313968083,0.303388919,0.308768155,0.307333692,0.312892236,0.306795768
GCF_000151205.2,Thermococcus sp. AM4,0.557413691,0.536417034,0.523641703,0.496622614,0.4979442,0.507195301,0.50866373,0.522173275,0.51938326,0.532599119,0.528928047,0.545668135,0.531864905,0.541997063,0.547283407,0.544787078,0.542437592,0.556975037,0.54845815,0.544493392,0.550660793,0.553254003,0.558395769,0.539297782,0.556926693,0.543998825,0.55281328,0.552372558,0.543558102
GCF_000011125.1,Aeropyrum pernix K1,0.571894166,0.615534738,0.573575332,0.556986729,0.543520687,0.554644809,0.542544887,0.549765808,0.551131928,0.554644809,0.549960968,0.568501171,0.56225605,0.56088993,0.56284153,0.557767369,0.570062451,0.55991413,0.56049961,0.551717408,0.556010929,0.56342701,0.56264637,0.56557377,0.568696331,0.56225605,0.566549571,0.570843091,0.56420765
GCF_000195935.2,Pyrococcus abyssi GE5,0.451597823,0.44728157,0.446760466,0.411151641,0.414799375,0.414799375,0.420531527,0.426958485,0.436338371,0.436164669,0.435296161,0.441028313,0.437554282,0.44502345,0.445891958,0.43842279,0.447976377,0.449713392,0.439812402,0.450643031,0.439346542,0.460549183,0.446357155,0.446704921,0.455051295,0.448791515,0.451399757,0.447922101,0.439923492
GCF_000007005.1,Saccharolobus solfataricus P2,0.366678559,0.349742295,0.341327443,0.344903755,0.328179236,0.330493321,0.36173346,0.35058378,0.358893447,0.371620911,0.354265278,0.35857789,0.355737877,0.366151257,0.352161565,0.358472704,0.361417903,0.358893447,0.359840118,0.363206059,0.361628274,0.354370464,0.354791206,0.361838645,0.35373935,0.345955612,0.359848485,0.35028427,0.355028963
GCF_000011205.1,Sulfurisphaera tokodaii str. 7,0.334738385,0.329847054,0.316239316,0.314215025,0.300944669,0.306117859,0.325910931,0.32748538,0.326585695,0.334008097,0.332321188,0.331646424,0.333220873,0.327260459,0.332546109,0.331758884,0.324898785,0.339406208,0.331758884,0.316576698,0.340755735,0.326023392,0.330634278,0.330970863,0.325455773,0.326918749,0.337159577,0.325680846,0.326801802
GCF_002214545.1,Thermococcus thioreducens,0.544282396,0.515584416,0.516450216,0.471717172,0.48008658,0.494516595,0.5,0.511111111,0.52005772,0.513852814,0.513708514,0.531457431,0.522077922,0.528860029,0.52972583,0.53030303,0.535642136,0.540548341,0.532900433,0.533621934,0.534199134,0.53775083,0.535152303,0.523314566,0.54049372,0.539050094,0.548722391,0.537029017,0.530677061
GCF_028471785.1,Thermococcus kodakarensis,0.530063137,0.502243451,0.506006658,0.467216674,0.481835287,0.476769431,0.478940512,0.502677667,0.510204082,0.509914604,0.498624982,0.511361992,0.509335649,0.515559415,0.513677812,0.532638587,0.520046316,0.53929657,0.525835866,0.524099001,0.534809669,0.519467361,0.529020119,0.520191055,0.520625271,0.52424374,0.539875525,0.527427992,0.519467361
GCF_000016385.1,Pyrobaculum arsenaticum DSM 13514,0.566353236,0.506666667,0.490505051,0.494814815,0.488350168,0.506801347,0.517037037,0.531986532,0.552727273,0.55003367,0.544646465,0.559057239,0.553400673,0.545319865,0.547830773,0.548100243,0.553354891,0.547157101,0.545136082,0.55039073,0.55039073,0.557127459,0.544462409,0.552007545,0.550929669,0.55685799,0.561034762,0.567636756,0.565076799
GCF_000211475.1,Pyrococcus sp. NA2,0.430620012,0.422903064,0.419219823,0.390256153,0.400301356,0.389921313,0.397287795,0.413862381,0.419219823,0.416708522,0.41269044,0.420726603,0.415034321,0.419722083,0.419889503,0.419889503,0.428427926,0.420391763,0.429432446,0.431441487,0.425749205,0.423405324,0.420559183,0.428260506,0.426921145,0.428355958,0.433098592,0.430751174,0.412139504
GCF_000015225.1,Thermofilum pendens Hrk 5,0.586515642,0.587186147,0.546839827,0.54025974,0.512207792,0.532987013,0.545454545,0.562077922,0.545974026,0.562251082,0.572121212,0.573333333,0.571082251,0.574372294,0.567099567,0.583203463,0.572813853,0.57038961,0.582683983,0.575757576,0.567445887,0.570735931,0.585974026,0.586147186,0.582683983,0.567272727,0.580952381,0.585108225,0.56952381
GCF_000019605.1,Candidatus Korarchaeum cryptofilum OPF8,0.494241956,0.516180266,0.491562438,0.484415327,0.4919595,0.480444709,0.496327179,0.48977566,0.481437364,0.493547747,0.495731586,0.50347429,0.499305142,0.500694858,0.494738932,0.491760969,0.497121302,0.504069883,0.484415327,0.486599166,0.489577129,0.501886043,0.485805043,0.498113957,0.482231487,0.484216796,0.477466746,0.494738932,0.494143339
GCF_000015205.1,Pyrobaculum islandicum DSM 4184,0.500684973,0.463403263,0.426573427,0.432167832,0.423931624,0.450505051,0.466977467,0.472727273,0.482051282,0.497746698,0.483760684,0.496814297,0.5000777,0.497435897,0.494794095,0.49028749,0.494017094,0.494327894,0.481118881,0.488733489,0.487024087,0.494017094,0.496348096,0.490909091,0.493395493,0.485780886,0.493003731,0.503886816,0.496966869
GCF_000151105.2,Thermococcus barophilus MP,0.419669148,0.393667861,0.40442055,0.380973716,0.372610514,0.378136201,0.380227001,0.401284349,0.402479092,0.398894863,0.403972521,0.413829152,0.397849462,0.413829152,0.409946237,0.409946237,0.418309438,0.422939068,0.418608124,0.414874552,0.421296296,0.412783751,0.39979092,0.412933094,0.41890681,0.414911101,0.42492156,0.412072314,0.411624085
GCF_000018305.1,Caldivirga maquilingensis IC-167,0.442305658,0.46728667,0.386523087,0.421275901,0.405612661,0.417686409,0.426823299,0.42013379,0.434654919,0.443954968,0.444118127,0.441670746,0.444607603,0.453091858,0.442649698,0.444281286,0.445749714,0.449502366,0.430249633,0.443465492,0.447054984,0.439386523,0.439875999,0.440528634,0.434328602,0.42927068,0.431228585,0.435960189,0.442160222
GCF_000016605.1,Metallosphaera sedula DSM 5348,0.476452407,0.397452229,0.413305025,0.4009908,0.404670913,0.418117481,0.42661005,0.4482661,0.443029016,0.450672328,0.463269639,0.45378627,0.464401982,0.465392781,0.452653928,0.469497523,0.464968153,0.468506723,0.466383581,0.468789809,0.461004954,0.470629866,0.456334041,0.462986553,0.458457183,0.465392781,0.471762208,0.469780609,0.466666667
GCF_000015945.1,Staphylothermus marinus F1,0.363345249,0.402642276,0.346544715,0.335162602,0.330284553,0.328455285,0.328455285,0.337601626,0.335569106,0.347357724,0.342479675,0.367073171,0.356504065,0.353658537,0.355081301,0.363211382,0.365447154,0.348373984,0.362601626,0.354878049,0.351626016,0.349593496,0.342073171,0.344512195,0.357317073,0.363821138,0.357926829,0.358333333,0.360365854
GCF_000015805.1,Pyrobaculum calidifontis JCM 11548,0.584351714,0.518762826,0.507475814,0.514658458,0.498827323,0.516857227,0.537232483,0.546613896,0.572705951,0.569334506,0.567135737,0.581647611,0.575784227,0.574171797,0.558047493,0.572852536,0.570067429,0.578129581,0.557754324,0.579009088,0.569187921,0.571093521,0.581207857,0.576956904,0.58545881,0.579448842,0.582527118,0.587510994,0.586338317
GCF_000015145.1,Hyperthermus butylicus DSM 5456,0.540394334,0.608075117,0.554553991,0.540469484,0.541596244,0.547981221,0.514741784,0.51943662,0.526948357,0.536150235,0.53370892,0.535399061,0.538215962,0.52056338,0.530140845,0.523943662,0.534084507,0.531830986,0.544788732,0.546666667,0.537276995,0.535774648,0.53971831,0.539342723,0.538215962,0.54629108,0.547605634,0.533896714,0.530439684
GCF_000022485.1,Sulfolobus islandicus Y.N.15.51,0.359141874,0.346891948,0.332811848,0.340738423,0.327492699,0.33135169,0.347934919,0.357217355,0.349916562,0.360241969,0.359616187,0.346579057,0.352836879,0.358677514,0.359303296,0.356800167,0.351376721,0.34470171,0.349603671,0.358260325,0.357530246,0.352523988,0.361928616,0.36255479,0.348883323,0.346378627,0.356613425,0.3463868,0.356829574
GCF_000024305.1,Sulfolobus islandicus L.D.8.5,0.358268048,0.348982272,0.340446487,0.342087984,0.327423944,0.33147297,0.344604946,0.350404903,0.350404903,0.356642591,0.350404903,0.345042679,0.34471438,0.357846356,0.353140731,0.352374699,0.348106807,0.349091705,0.349748304,0.355985993,0.358174655,0.351170935,0.361567083,0.360910484,0.347450208,0.350842635,0.359597286,0.343404488,0.356650246
GCF_000022405.1,Sulfolobus islandicus M.14.25,0.357819589,0.339633648,0.335550111,0.332749971,0.320382686,0.321666083,0.345817291,0.347567378,0.353401003,0.357367868,0.352700968,0.347217361,0.344300548,0.351884261,0.343250496,0.346984016,0.349434138,0.350250846,0.349317466,0.354684401,0.356551161,0.347800723,0.360168008,0.362618131,0.347800723,0.347689076,0.353641457,0.340455342,0.359136019
GCF_000022385.1,Sulfolobus islandicus L.S.2.15,0.356525438,0.342443201,0.335747997,0.339699265,0.330589397,0.332016244,0.344967622,0.349906706,0.347711557,0.353418944,0.350016464,0.348918889,0.349906706,0.355943365,0.350455493,0.3527604,0.346723741,0.353089672,0.344748107,0.357809242,0.35188234,0.345296894,0.356711667,0.360114148,0.348370102,0.351662825,0.35704094,0.339481774,0.355738605
GCF_000022465.1,Sulfolobus islandicus Y.G.57.14,0.359424756,0.347748352,0.334450777,0.342831601,0.327634373,0.329422282,0.347301374,0.354341267,0.348083585,0.357470108,0.354788244,0.342496368,0.352218125,0.355570455,0.353000335,0.351771148,0.348754051,0.343390323,0.348418818,0.352441614,0.357358364,0.350877193,0.357470108,0.361492904,0.349765258,0.344846859,0.359937402,0.346080734,0.354914458
GCF_000019805.1,Pyrobaculum neutrophilum V24Sta,0.612121766,0.548078509,0.544285007,0.546594095,0.537192809,0.551872011,0.567870691,0.584364176,0.600197922,0.600692726,0.60217714,0.60827973,0.605145967,0.615042058,0.598548573,0.603001814,0.593930397,0.60761999,0.594260267,0.601022596,0.592610919,0.599868052,0.595414811,0.599538182,0.603331684,0.603166749,0.604321293,0.614712189,0.616691407
GCF_000017945.1,Ignicoccus hospitalis KIN4/I,0.567092092,0.547135769,0.567884529,0.555480379,0.553676139,0.560667569,0.564727109,0.552097429,0.546910239,0.551420839,0.556382499,0.566080289,0.559088859,0.560442039,0.562246279,0.563373929,0.558637799,0.552097429,0.558186739,0.564727109,0.569237709,0.558412269,0.574199369,0.569914299,0.548037889,0.565403699,0.560667569,0.569237709,0.564727109
GCF_000020905.1,Desulfurococcus amylolyticus 1221n,0.45864825,0.462179042,0.451769604,0.423548462,0.402729586,0.41221374,0.431644691,0.425399028,0.436271108,0.455702059,0.430719408,0.456858663,0.449919038,0.448762433,0.435808466,0.460097155,0.441822808,0.459634513,0.454776775,0.445986583,0.45593338,0.460791117,0.444367337,0.461253759,0.44783715,0.442054129,0.452463567,0.443673375,0.465186213
GCF_019175345.1,Saccharolobus shibatae B12,0.36089916,0.345130845,0.336336336,0.333118833,0.328399828,0.324967825,0.353389103,0.345774346,0.356713857,0.361540112,0.352316602,0.346203346,0.350707851,0.348991849,0.34984985,0.359073359,0.352316602,0.34963535,0.357035607,0.354247104,0.351780352,0.355426855,0.36014586,0.359287859,0.353174603,0.343093093,0.362612613,0.34792874,0.361987551
GCF_000246985.2,Thermococcus litoralis DSM 5473,0.438129241,0.411422385,0.402760861,0.395317364,0.393828664,0.394234673,0.404790905,0.413993775,0.417918528,0.424143998,0.416429828,0.426850724,0.419001218,0.433211531,0.425768034,0.420354581,0.423061307,0.449587224,0.429963459,0.431181486,0.423737989,0.434835566,0.423061307,0.43470023,0.432805522,0.43104615,0.434429557,0.427836447,0.426753317
GCF_000018365.1,Thermococcus onnurineus NA1,0.524350788,0.490939318,0.495095594,0.465004156,0.462842893,0.471654198,0.476974231,0.482959268,0.500581879,0.496093101,0.49443059,0.50241064,0.50074813,0.506733167,0.504405653,0.51837074,0.50872818,0.520698254,0.511720698,0.507065669,0.525852037,0.519534497,0.510723192,0.511055694,0.508483034,0.508649368,0.51330672,0.52162342,0.502162342
GCF_000215995.1,Pyrococcus yayanosii CH1,0.523907505,0.50397878,0.508222812,0.487002653,0.483289125,0.47285588,0.479575597,0.497259063,0.506454465,0.510167993,0.497082228,0.510167993,0.505393457,0.514412025,0.509460654,0.520778073,0.510875332,0.516534041,0.509814324,0.523076923,0.518125553,0.527954706,0.509907997,0.511677282,0.521231423,0.523177636,0.528131635,0.51433121,0.514508139
GCF_000148385.1,Vulcanisaeta distributa DSM 14429,0.465634749,0.496887829,0.409482188,0.435968746,0.42431466,0.421401139,0.416633558,0.443649848,0.453449874,0.456628261,0.463779632,0.46510396,0.462455304,0.452125546,0.45848232,0.459541783,0.453185009,0.460468812,0.451198517,0.465368825,0.444444444,0.44802013,0.444974176,0.452655277,0.458217455,0.463249901,0.441530923,0.449212025,0.465766124
GCF_000025285.1,Archaeoglobus profundus DSM 5631,0.422229132,0.409534128,0.421632358,0.404658722,0.391477068,0.402853016,0.417118093,0.417840376,0.429035753,0.423979776,0.412603828,0.421632358,0.425424341,0.410617551,0.435536295,0.414590105,0.426868906,0.419826652,0.423979776,0.412964969,0.41928494,0.426868906,0.425604912,0.426868906,0.421812929,0.415131817,0.412827462,0.427331887,0.414135936
GCF_000092305.1,Methanocaldococcus infernus ME,0.340821075,0.269406393,0.297488584,0.289041096,0.299086758,0.298401826,0.305707763,0.321917808,0.332876712,0.336986301,0.31803653,0.333561644,0.315068493,0.316894977,0.339041096,0.336986301,0.337442922,0.329223744,0.33196347,0.333561644,0.337899543,0.340639269,0.32716895,0.324885845,0.324429224,0.329449395,0.319853781,0.320082248,0.331734064
GCF_000023985.1,Methanocaldococcus fervens AG86,0.329090084,0.300350443,0.276025562,0.284065141,0.29272315,0.283034426,0.289012575,0.31828489,0.307359307,0.326118326,0.318903319,0.319521748,0.317666461,0.327355184,0.313337456,0.319727891,0.318491033,0.314574315,0.321583179,0.324469182,0.328179757,0.323644609,0.315192744,0.330035044,0.314368172,0.310657596,0.306947021,0.314162028,0.309833024
GCF_000517445.1,Thermococcus paralvinellae,0.407975003,0.383568075,0.389514867,0.370266041,0.361658842,0.355399061,0.371517997,0.389671362,0.398591549,0.387480438,0.384507042,0.392644757,0.385758998,0.400625978,0.394679186,0.407355243,0.402190923,0.409076682,0.404694836,0.398435055,0.408137715,0.407042254,0.396713615,0.402973396,0.400938967,0.401564945,0.405320814,0.396743385,0.390167528
GCF_000025505.1,Ferroglobus placidus DSM 10642,0.447084073,0.410804508,0.425055059,0.422723151,0.40290193,0.41417282,0.427127866,0.429589325,0.438916958,0.439176059,0.443192123,0.45355616,0.419354839,0.446560435,0.451742454,0.443451224,0.433216738,0.444358077,0.445697252,0.42975635,0.43597719,0.439688716,0.439169909,0.446044099,0.430479896,0.443882185,0.446996237,0.445568963,0.443492929
GCF_000092465.1,Staphylothermus hellenicus DSM 12710,0.373113669,0.412553321,0.353239894,0.33820841,0.339020922,0.35263051,0.34145846,0.355677432,0.34816169,0.361365021,0.361161893,0.379849685,0.359130611,0.368068251,0.366443226,0.364615072,0.37822466,0.362786919,0.377818403,0.36705261,0.35263051,0.359536868,0.351005484,0.361365021,0.365224457,0.36156815,0.37375584,0.365224457,0.372130815
GCF_000022365.1,Thermococcus gammatolerans EJ3,0.545429472,0.529690848,0.516222834,0.480869299,0.483777166,0.49862259,0.500306091,0.511784512,0.520355066,0.513314968,0.512243649,0.533823079,0.529231711,0.528007346,0.527484306,0.534680753,0.535446333,0.539886694,0.538814883,0.539580462,0.541417853,0.549226765,0.538967999,0.527943653,0.541417853,0.535998775,0.540134804,0.537530637,0.538296569
